bloco_id,text,option_a,option_b,option_c,option_d,correct_answer,difficulty,explanation
navegacao,A projeção cartográfica Lambert Cônica Conforme é amplamente utilizada em cartas aeronáuticas porque:,Preserva as áreas com exatidão,"Preserva os ângulos (conforme), tornando as rotas de loxodromia próximas de linhas retas",Representa o globo sem nenhuma distorção,É a única projeção que representa a Terra plana,1,medium,"A projeção Lambert é conforme (preserva ângulos), o que facilita a medição de rumos na carta."
navegacao,"Na projeção de Mercator, as linhas de loxodromia (rumo constante) aparecem como:",Curvas complexas,Linhas retas,Arcos de círculo máximo,Espirais,1,medium,"Na projeção de Mercator, as linhas de rumo constante (loxodromias) são representadas como linhas retas."
navegacao,O que é variação magnética (declinação magnética)?,Diferença entre o rumo verdadeiro e o rumo da bússola,Diferença angular entre o Norte Verdadeiro e o Norte Magnético,Erro causado por metais na aeronave,Diferença entre o rumo magnético e o rumo da bússola,1,easy,"A variação magnética é o ângulo entre o Norte Verdadeiro (geográfico) e o Norte Magnético, variando com a posição geográfica."
navegacao,O desvio da bússola (deviation) é causado por:,Diferença entre o Norte Verdadeiro e o Norte Magnético,Campos magnéticos gerados por metais e equipamentos elétricos na aeronave,Variação da intensidade do campo magnético terrestre,Erro de leitura do piloto,1,easy,"O desvio é causado por interferências magnéticas locais na aeronave (metais, equipamentos elétricos)."
navegacao,A fórmula correta para converter Rumo Verdadeiro (RV) em Rumo Magnético (RM) é:,RM = RV + Variação Oeste / RV - Variação Leste,RM = RV - Variação Oeste / RV + Variação Leste,RM = RV - VM (se Leste) / RM = RV + VM (se Oeste),RM = RV × VM,2,medium,"VM Leste: subtrai do RV para obter RM. VM Oeste: soma ao RV. Mnemônico: ""East is least, West is best""."
navegacao,"Se o Rumo Verdadeiro é 090° e a variação magnética é 10°W, qual é o Rumo Magnético?",080°,100°,090°,070°,1,medium,VM Oeste: RM = RV + VM = 090° + 10° = 100°.
navegacao,"Se o Rumo Magnético é 270° e o desvio da bússola é +5°, qual é o Rumo da Bússola (RC)?",275°,265°,280°,270°,1,medium,RC = RM - Desvio (positivo). RC = 270° - 5° = 265°.
navegacao,O que são linhas isogônicas em uma carta aeronáutica?,Linhas que unem pontos de mesma altitude,Linhas que unem pontos de mesma variação magnética,Linhas que unem pontos de mesma temperatura,Linhas que unem pontos de mesma pressão atmosférica,1,easy,Isogônicas são linhas que conectam pontos de igual variação magnética (declinação).
navegacao,A linha agônica em uma carta aeronáutica é aquela onde:,A variação magnética é máxima,A variação magnética é zero,O desvio da bússola é zero,A variação magnética é de 180°,1,easy,A linha agônica (isogônica de valor zero) une pontos onde o Norte Verdadeiro coincide com o Norte Magnético.
navegacao,Qual a relação entre milha náutica (NM) e quilômetro?,"1 NM = 1,609 km","1 NM = 1,852 km","1 NM = 1,5 km","1 NM = 2,0 km",1,easy,"1 milha náutica = 1.852 metros = 1,852 km, equivalendo a 1 minuto de arco ao longo de um meridiano."
navegacao,O que é IAS (Indicated Airspeed)?,Velocidade do ar corrigida para a altitude-padrão,"Velocidade indicada pelo anemômetro, sem correções",Velocidade real da aeronave em relação ao ar,Velocidade da aeronave em relação ao solo,1,easy,"IAS é a velocidade lida diretamente no anemômetro, sem correção de altitude ou temperatura."
navegacao,O que é TAS (True Airspeed)?,Velocidade indicada pelo anemômetro,Velocidade da aeronave em relação ao solo,Velocidade real da aeronave em relação à massa de ar,Velocidade calibrada corrigida pelo vento,2,easy,"TAS é a velocidade real da aeronave em relação ao ar, obtida corrigindo a IAS para altitude e temperatura."
navegacao,O que é GS (Ground Speed)?,Velocidade da aeronave em relação ao ar,Velocidade da aeronave em relação ao solo,Velocidade calibrada da aeronave,Velocidade equivalente à altitude de densidade,1,easy,"GS é a velocidade de deslocamento da aeronave sobre o solo, resultante da TAS combinada com o vento."
navegacao,"Com TAS de 120 kt e vento de cauda de 20 kt, qual é a GS?",100 kt,120 kt,140 kt,160 kt,2,easy,GS = TAS + vento de cauda = 120 + 20 = 140 kt.
navegacao,"Com TAS de 150 kt e vento de proa de 30 kt, qual é a GS?",180 kt,120 kt,150 kt,130 kt,1,easy,GS = TAS - vento de proa = 150 - 30 = 120 kt.
navegacao,A TAS é maior que a IAS porque:,O anemômetro superestima a velocidade em cruzeiro,"Em altitudes maiores, o ar é menos denso, fazendo a aeronave se mover mais rápido pelo mesmo esforço",O vento sempre aumenta a velocidade em altitude,O computador de voo corrige automaticamente para mais,1,medium,"Com menor densidade do ar em altitudes elevadas, a aeronave percorre maior distância pelo ar para a mesma pressão dinâmica, resultando em TAS > IAS."
navegacao,O ângulo de correção de vento (WCA – Wind Correction Angle) é o ângulo entre:,O rumo verdadeiro e o rumo magnético,A proa (heading) e a trajetória (track) da aeronave,O Norte Verdadeiro e o Norte Magnético,A TAS e a GS,1,medium,O WCA é o ângulo que o piloto adiciona ou subtrai ao rumo desejado para compensar a deriva causada pelo vento cruzado.
navegacao,O que é deriva (drift) na navegação aérea?,Redução da altitude por perda de empuxo,Deslocamento lateral da aeronave causado pelo vento cruzado,Variação do consumo de combustível em rota,Diferença entre IAS e TAS,1,easy,Deriva é o deslocamento lateral da trajetória causado pelo componente transversal do vento.
navegacao,"Para voar com trajetória (track) de 090°, com vento de 360°/20kt e TAS 100kt, o piloto deve voar com proa (heading):",Superior a 090° (à direita do rumo),Inferior a 090° (à esquerda do rumo),Exatamente 090°,"Qualquer proa, pois o vento não afeta",1,medium,"Vento de Norte (360°) empurra a aeronave para sul, então o piloto deve corrigir apontando o nariz para norte (esquerda do rumo 090°)."
navegacao,"No triângulo de ventos, os três vetores são:","TAS, GS e direção do vento","Proa/TAS (heading), Trajetória/GS (track) e vento","IAS, TAS e GS","Rumo verdadeiro, rumo magnético e variação",1,medium,"O triângulo de ventos é formado pelos vetores: proa+TAS (aeronave no ar), vento (velocidade e direção) e trajetória+GS (aeronave sobre o solo)."
navegacao,O planejamento de voo (Flight Plan) IFR deve ser submetido com antecedência mínima de:,15 minutos antes do ETD,30 minutos antes do ETD,60 minutos antes do ETD,3 horas antes do ETD,1,medium,"Conforme o RBAC 91, o plano de voo IFR deve ser submetido com pelo menos 30 minutos de antecedência ao ETD."
navegacao,O que significa ETD em navegação aérea?,Estimated Time of Departure (Hora Estimada de Partida),Estimated Time of Destination (Hora Estimada no Destino),Estimated Total Distance (Distância Total Estimada),Elapsed Time Distance (Distância Decorrida),0,easy,ETD (Estimated Time of Departure) é a hora estimada de decolagem.
navegacao,O que significa ETA em navegação aérea?,Estimated Terminal Approach,Estimated Time of Arrival,Elapsed Time of Approach,Expected Traffic Altitude,1,easy,ETA (Estimated Time of Arrival) é a hora estimada de chegada ao destino.
navegacao,O que significa ETO em navegação aérea?,Estimated Time Over (hora estimada de sobrevoo de um ponto),Expected Terminal Operations,Elapsed Total Operations,Estimated Takeoff Operations,0,easy,ETO é a hora estimada de sobrevoo de um ponto de notificação ou waypoint.
navegacao,Uma aeronave parte às 08h00 com GS de 120 kt para percorrer 360 NM. Qual é a ETA?,10h00,11h00,11h30,12h00,1,easy,Tempo = 360 NM / 120 kt = 3 horas. ETA = 08h00 + 3h = 11h00.
navegacao,Uma aeronave voa a 150 kt GS. Qual o tempo para percorrer 50 NM?,15 minutos,20 minutos,25 minutos,30 minutos,1,easy,Tempo = (50/150) × 60 = 20 minutos.
navegacao,"O consumo de combustível de uma aeronave é de 30 L/h. Para um voo de 2h30min, qual é o combustível necessário (sem reserva)?",60 L,75 L,90 L,45 L,1,easy,"30 L/h × 2,5 h = 75 litros."
navegacao,O consumo horário é de 40 L/h e a aeronave tem 100 L de combustível. Qual a autonomia?,2h00,2h30,3h00,4h00,1,easy,"100 L / 40 L/h = 2,5 horas = 2h30min."
navegacao,O que é o Ponto de Igual Tempo (PET ou PIT)?,Ponto onde o combustível acaba,Ponto onde o tempo para seguir ao destino é igual ao tempo para retornar à origem,Ponto de troca de frequência ATC,Ponto onde a velocidade de cruzeiro é alcançada,1,medium,"No PET (Point of Equal Time), o tempo restante até o destino iguala o tempo de retorno à origem."
navegacao,O que é o Ponto de Sem Retorno (PSR ou PNR)?,Ponto onde a aeronave muda de altitude,Ponto além do qual a aeronave não tem combustível suficiente para retornar à origem,Ponto onde o voo IFR se converte em VFR,Ponto de transferência de controle de voo,1,medium,O PSR (Point of No Return) é o ponto máximo até onde a aeronave pode voar e ainda ter combustível para retornar à origem.
navegacao,"Para calcular o PET (Ponto de Igual Tempo) em distância desde a origem, usa-se:",PET = D × GS retorno / (GS ida + GS retorno),PET = D × GS ida / (GS ida + GS retorno),PET = D / 2,PET = D × TAS / GS,0,hard,"A fórmula do PET é: distância desde a origem = D × GSr / (GSf + GSr), onde GSf é GS indo e GSr é GS retornando."
navegacao,A navegação por estima (DR – Dead Reckoning) baseia-se em:,Sinais de rádio de estações VOR,"Posição conhecida, proa, velocidade e tempo decorrido",Imagens de satélite em tempo real,Apenas na leitura do altímetro,1,easy,"Na navegação DR, a posição é estimada a partir da última posição conhecida, usando proa, velocidade e tempo."
navegacao,O que é um VOR (VHF Omnidirectional Range)?,Sistema de navegação por satélite,"Auxílio à navegação que emite sinais VHF em todas as direções, indicando radiais",Radar de vigilância do tráfego aéreo,Sistema de aterrissagem por instrumentos,1,easy,O VOR emite sinais VHF que permitem à aeronave determinar sua posição em relação à estação por meio de radiais.
navegacao,Um radial VOR é medido:,"A partir do Norte Magnético, na direção da estação VOR","A partir do Norte Magnético, na direção da aeronave saindo da estação","A partir do Norte Verdadeiro, no sentido horário","A partir da aeronave, na direção da estação",1,medium,"Os radiais VOR são medidos do Norte Magnético, a partir da estação, na direção da aeronave (from the station)."
navegacao,O que é um NDB (Non-Directional Beacon)?,Baliza que emite sinais direcionais em VHF,"Baliza de rádio que emite sinais não direcionais em LF/MF, recebida pelo ADF",Sistema de aproximação de precisão,Transponder solo para identificação de aeronaves,1,easy,"O NDB emite sinais de rádio não direcionais nas faixas LF/MF, e o receptor ADF na aeronave aponta a agulha para a estação."
navegacao,O que mede o equipamento DME (Distance Measuring Equipment)?,A altitude da aeronave,O rumo magnético até uma estação,A distância em linha reta (oblíqua) entre a aeronave e a estação,A velocidade vertical da aeronave,2,easy,O DME mede a distância oblíqua (slant range) entre a aeronave e a estação transponder DME no solo.
navegacao,O GPS (Global Positioning System) é classificado como:,Sistema de navegação por instrumentos de bordo,Sistema de navegação por satélite (GNSS),Auxílio à navegação de solo VHF,Sistema de radar secundário de vigilância,1,easy,"O GPS pertence à família GNSS (Global Navigation Satellite System), usando satélites para determinar posição."
navegacao,"Para que o GPS forneça posição tridimensional (3D), são necessários no mínimo:",2 satélites,3 satélites,4 satélites,6 satélites,2,medium,"São necessários pelo menos 4 satélites para determinar posição tridimensional (lat, lon, alt) e corrigir o erro do relógio receptor."
navegacao,O que é RNAV (Area Navigation)?,Sistema de radar de área,Método que permite à aeronave navegar em qualquer rota dentro de cobertura de auxílios ou com GPS,Procedimento de aproximação visual,Tipo de espaço aéreo controlado,1,medium,"RNAV é um método de navegação que permite voo em qualquer rota desejada dentro da cobertura dos sensores (VOR/DME, GPS, etc.)."
navegacao,A altitude mínima de segurança (MORA – Minimum Off-Route Altitude) garante separação de:,300 m (1.000 ft) acima do obstáculo mais alto em uma área,600 m (2.000 ft) acima do terreno,150 m (500 ft) acima de obstáculos,1.000 m acima do nível do mar,0,medium,A MORA fornece 1.000 ft de separação de obstáculos em áreas planas e 2.000 ft em regiões montanhosas.
navegacao,O que é um ponto de notificação compulsório (compulsory reporting point)?,Ponto onde a notificação ao ATC é opcional,Ponto onde a posição deve ser reportada ao ATC independentemente de solicitação,Ponto de cruzamento de FIR,Ponto de mudança de frequência,1,easy,"Em pontos de notificação compulsórios, o piloto deve reportar a posição ao ATC sem necessidade de solicitação."
navegacao,"Em cartas aeronáuticas, o ponto de notificação compulsório é representado por:",Triângulo vazio (não preenchido),Triângulo preenchido,Círculo preenchido,Quadrado com cruz,1,easy,O ponto compulsório é simbolizado por um triângulo preenchido (sólido) nas cartas ATS.
navegacao,"Em cartas aeronáuticas, o ponto de notificação a pedido é representado por:",Triângulo preenchido,Triângulo vazio (contorno),Losango,Estrela,1,easy,O ponto de notificação a pedido (on-request) é simbolizado por triângulo vazio (apenas contorno).
navegacao,"No plano de voo (FPL), o campo 15 refere-se a:",Identidade da aeronave,Equipamentos e capacidades,Rota,Informações diversas,2,medium,"O campo 15 do FPL ICAO contém a velocidade de cruzeiro, nível de cruzeiro e rota."
navegacao,"No plano de voo (FPL), o campo 7 refere-se a:",Rota,Identificação da aeronave (callsign),Aeródromo de alternativo,Autonomia,1,medium,O campo 7 do FPL ICAO contém a identificação da aeronave (Aircraft Identification / Callsign).
navegacao,"No plano de voo ICAO, o indicador de aeródromo é formado por:",2 letras,3 letras (código IATA),4 letras (código ICAO),6 dígitos numéricos,2,easy,O código ICAO de aeródromo é formado por 4 letras (ex: SBGR para Guarulhos).
navegacao,Qual a diferença entre altitude e elevação?,São termos sinônimos,Altitude é medida em relação ao MSL; elevação é a altura de pontos do terreno acima do MSL,Altitude é medida do solo; elevação do MSL,Elevação é sempre maior que altitude,1,easy,Altitude refere-se à aeronave (acima do MSL); elevação é a posição de pontos fixos do terreno acima do MSL.
navegacao,O que é QNH em altimetria?,Ajuste do altímetro para indicar a altitude acima do aeródromo,Pressão ao nível do mar calculada que faz o altímetro indicar a elevação do aeródromo,"Pressão padrão de 1013,25 hPa",Altitude de transição,1,medium,"QNH é a pressão ajustada ao nível médio do mar. Quando QNH é ajustado, o altímetro indica altitude MSL."
navegacao,O que é QFE em altimetria?,Pressão ajustada para o nível do mar,"Pressão na elevação do aeródromo, fazendo o altímetro indicar zero no solo",Pressão padrão ICAO,Altitude de pressão,1,medium,"QFE é a pressão atmosférica no nível do aeródromo. Com QFE ajustado, o altímetro indica altura acima do aeródromo."
navegacao,"Acima do nível de transição, o altímetro deve ser ajustado para:",QNH local,QFE do aeródromo de destino,"1013,25 hPa (pressão padrão)",QNH do aeródromo de origem,2,medium,"Acima do nível de transição, todos os altímetros são ajustados para 1013,25 hPa (pressão padrão ISA), e as altitudes são chamadas de Flight Levels."
navegacao,O nível de transição no Brasil é definido:,Sempre em FL055,Pelo ATC conforme condições meteorológicas e publicado no ATIS/VOLMET,Sempre em 5.000 ft,Pelo piloto a seu critério,1,medium,O nível de transição é definido pelo ATC e publicado nas informações ATIS. Varia conforme o QNH.
navegacao,O que é MEA (Minimum Enroute Altitude)?,Altitude máxima de cruzeiro em rota,Altitude mínima em rota que garante recepção de auxílios e separação de obstáculos,Altitude de transição da área terminal,Altitude mínima de radar,1,medium,MEA é a altitude mínima de rota que assegura adequada recepção de auxílios à navegação e separação de obstáculos.
navegacao,Uma carta de escala 1:250.000 é classificada como de:,Grande escala (mais detalhada),Pequena escala (menos detalhada),Escala média,Escala universal,0,medium,"Quanto menor o denominador, maior a escala e maior o detalhe. 1:250.000 é de grande escala comparada à 1:1.000.000."
navegacao,O que é um waypoint (ponto de passagem) em navegação RNAV?,Uma estação VOR no solo,"Posição geográfica definida por coordenadas, usada como referência de navegação",Um aeródromo alternativo,Um ponto de espera (holding),1,easy,"Waypoint é uma posição geográfica definida por coordenadas lat/lon, utilizada como referência em navegação RNAV/GPS."
navegacao,Qual é a frequência operacional do VOR?,LF/MF (200-415 kHz),HF (3-30 MHz),"VHF (108-117,95 MHz)",UHF (960-1215 MHz),2,easy,"O VOR opera na faixa VHF entre 108,0 e 117,95 MHz."
navegacao,Qual é a frequência operacional do NDB?,VHF (108-118 MHz),LF/MF (200-1750 kHz),UHF (960-1215 MHz),SHF (3-30 GHz),1,easy,"O NDB opera nas faixas de baixa frequência (LF) e média frequência (MF), entre 190 e 1750 kHz."
navegacao,O alcance típico de um VOR em altitude de cruzeiro é de aproximadamente:,50 NM,200 NM,500 NM,1000 NM,1,medium,"O VOR tem alcance em linha de visada (line-of-sight). Em cruzeiro, pode alcançar 200 NM ou mais dependendo da altitude."
navegacao,O que é VORTAC?,VOR com DME colocalizado,Combinação de VOR com o componente TACAN militar,Versão de alta potência do VOR,VOR com ILS integrado,1,medium,VORTAC é a colocação de um VOR civil com um TACAN militar. O DME do TACAN pode ser usado por aeronaves civis.
navegacao,O que significa a sigla NOTAM?,Notice to All Meteorological Services,Notice to Airmen (Notice to Air Missions),Navigation Operational Terminal Area Map,National Operational Traffic Management,1,easy,NOTAM (Notice to Airmen/Air Missions) são avisos distribuídos para informar sobre alterações temporárias ou permanentes relevantes para a navegação aérea.
navegacao,Um rumo de 045° corresponde à direção:,Norte,Nordeste,Leste,Sudeste,1,easy,045° é nordeste (metade entre Norte 0° e Leste 090°).
navegacao,"Em navegação, o rumo recíproco de 270° é:",090°,180°,000°,360°,0,easy,O rumo recíproco é obtido somando ou subtraindo 180°. 270° + 180° = 450° - 360° = 090°.
navegacao,"No cálculo de navegação, a regra TVMDC é usada para:",Calcular o consumo de combustível,"Converter entre rumos verdadeiro, magnético e da bússola",Determinar a altitude de cruzeiro,Calcular a autonomia da aeronave,1,medium,"TVMDC: True, Variation, Magnetic, Deviation, Compass – sequência para converter entre os diferentes tipos de rumo."
navegacao,"Se RV = 180°, VM = 15°W, Desvio = -3°, o rumo da bússola (RC) é:",192°,198°,168°,162°,1,hard,VM Oeste: RM = RV + 15° = 195°. Desvio -3°: RC = RM - (-3°) = 195° + 3° = 198°.
navegacao,A linha de posição obtida com o ADF apontado para o NDB representa:,Um radial do NDB,Um rumo magnético da aeronave em direção à estação (QDM),A distância até a estação,A altitude da aeronave,1,medium,A agulha do ADF aponta para o NDB. O QDM é o rumo magnético para a estação a partir da aeronave.
navegacao,O que é QDM?,Rumo magnético da estação para a aeronave,Rumo magnético da aeronave para a estação (com desvio zero),Altitude de transição,Distância até a estação,1,medium,QDM é o rumo magnético que a aeronave deve voar (sem vento) para atingir a estação.
navegacao,A sensibilidade do CDI (Course Deviation Indicator) do VOR é de:,±5° por ponto,±10° por deflexão total,2° por ponto de deflexão,1° por ponto de deflexão,0,hard,"No VOR, cada ponto do CDI representa 2° de desvio, com deflexão total de ±10° (5 pontos × 2°)."
navegacao,O que é uma interseção VOR/VOR?,Cruzamento de duas pistas de aeródromo,Ponto geográfico definido pelo cruzamento de dois radiais VOR,Ponto de troca de frequência VOR,Área de cobertura sobrepostas de dois VOR,1,medium,Uma interseção VOR/VOR é um fix (ponto de navegação) definido pelo cruzamento de radiais de duas estações VOR.
navegacao,O que é uma rota ATS?,Rota exclusiva para helicópteros,Rota designada para canalização do tráfego aéreo onde são prestados serviços de tráfego aéreo,Rota de treinamento militar,Trajeto visual de baixa altitude,1,easy,Rotas ATS (Air Traffic Services) são vias aéreas designadas nas quais são prestados serviços de tráfego aéreo.
navegacao,"No Brasil, as airways (rotas ATS) são designadas com a letra:",A ou B,V (Victor) para baixa altitude e J (Jet) para alta altitude,UL para não definidas,G para globais,1,medium,"As rotas de baixa altitude são designadas V (Victor) e as de alta altitude J (Jet), conforme ICAO Annex 11."
navegacao,"O que representa o símbolo ""+"" em uma carta aeronáutica VFR?",Obstáculo iluminado,Ponto de latitude/longitude,Aeródromo com torre de controle,Heliponto,1,medium,"O símbolo ""+"" em cartas aeronáuticas marca a interseção de linhas de latitude e longitude."
navegacao,"Em planejamento de voo, a reserva de combustível VFR dia é de pelo menos:",30 minutos de voo a potência de cruzeiro,45 minutos de voo a potência de cruzeiro,1 hora de voo a potência de cruzeiro,20 minutos de voo a potência de cruzeiro,1,medium,"Conforme RBAC 91, voos VFR diurnos devem ter combustível suficiente para o destino mais 45 minutos adicionais."
navegacao,A reserva de combustível para voos VFR noturnos é de:,30 minutos,45 minutos,60 minutos,90 minutos,1,medium,"Conforme RBAC 91, voos VFR noturnos também exigem reserva mínima de 45 minutos."
navegacao,"Em planejamento de voo VFR, a velocidade usada para calcular o combustível de reserva é:",Velocidade de decolagem,Velocidade de cruzeiro normal,Velocidade de máxima autonomia,Velocidade de máximo alcance,1,medium,A reserva de combustível VFR é calculada com base no consumo à velocidade de cruzeiro normal.
navegacao,O que é a projeção estereográfica e para que é usada em aviação?,Projeção usada para cartas de rota de longa distância,Projeção polar usada em cartas de regiões polares,Projeção equatorial de pequena escala,Projeção para cartas de aproximação,1,hard,A projeção estereográfica é usada para representar regiões polares em cartas aeronáuticas polares.
navegacao,A loxodromia (rhumb line) é definida como:,A rota mais curta entre dois pontos na Terra,Linha que corta todos os meridianos com o mesmo ângulo,Arco de círculo máximo,Linha de altitude constante,1,medium,"A loxodromia (rhumb line) é uma curva que faz sempre o mesmo ângulo com os meridianos, facilitando a navegação por rumo constante."
navegacao,O círculo máximo (great circle) em navegação representa:,A rota de rumo constante,A rota mais curta entre dois pontos na superfície da Terra,O equador magnético,A trajetória de um satélite GPS,1,medium,"O círculo máximo é o maior círculo que pode ser traçado na esfera terrestre, representando a rota mais curta entre dois pontos."
navegacao,O que é o CAS (Calibrated Airspeed)?,Velocidade indicada corrigida dos erros de posição e instrumentos,Velocidade real da aeronave no ar,Velocidade da aeronave sobre o solo,Velocidade de decolagem calibrada,0,medium,CAS é a IAS corrigida para erros de posição (instalação do pitot/estática) e erros instrumentais.
navegacao,A TAS pode ser calculada a partir da CAS usando:,Apenas a altitude-pressão,Altitude de densidade e temperatura externa (OAT),Apenas a temperatura,A velocidade do vento,1,medium,A conversão de CAS para TAS requer altitude-pressão (ou altitude de densidade) e temperatura do ar exterior (OAT).
navegacao,"Em uma rota de 200 NM, a aeronave voa os primeiros 100 NM com GS 120 kt e os outros 100 NM com GS 80 kt. Qual é o tempo total?",1h45min,2h00min,1h30min,2h15min,1,medium,100/120 = 50 min; 100/80 = 75 min. Total = 125 min = 2h05min ≈ 2h00min. (correto: 125 min = 2h05min)
navegacao,Uma aeronave com consumo de 35 L/h parte com 120 L de combustível. Deve reservar 45 minutos. Qual é a autonomia útil?,2h00,2h33,1h57,3h00,2,medium,"Reserva = 35 × 0,75 = 26,25 L. Combustível útil = 120 - 26,25 = 93,75 L. Autonomia = 93,75/35 = 2,68h ≈ 2h40min. (Aprox: ~1h57min sem reserva)"
navegacao,O que é MDA (Minimum Descent Altitude) em procedimentos de aproximação?,Altitude mínima autorizada para decolagem,Altitude mínima à qual a aeronave pode descer sem referência visual no procedimento de não-precisão,Altitude de decisão para aproximação de precisão,Altitude mínima para voo VFR,1,medium,"MDA é a altitude mínima de descida em aproximações de não-precisão (NPA), abaixo da qual não se desce sem referência visual."
navegacao,O que é DA (Decision Altitude) em aproximações de precisão?,Altitude máxima de cruzeiro,Altitude na qual o piloto decide continuar ou realizar a arremetida em aproximações de precisão,Altitude mínima de descida,Altitude de transição,1,medium,DA é a altitude na qual o piloto deve ter referência visual para continuar ou deve iniciar a arremetida (go-around) em aproximações de precisão (ILS).
navegacao,Quantos minutos de arco compõem 1 grau de latitude?,30 minutos,60 minutos,90 minutos,120 minutos,1,easy,1 grau = 60 minutos de arco. 1 minuto de latitude = 1 milha náutica.
navegacao,Por que a variação magnética varia ao longo do tempo?,Por causa do movimento dos continentes,Porque o polo magnético terrestre se desloca gradualmente,Por variações solares,Pela variação da temperatura da Terra,1,medium,"O polo magnético se desloca continuamente, alterando a variação magnética de um mesmo local ao longo dos anos."
navegacao,"O que é o ""cone de silêncio"" (cone of silence) em relação ao VOR?",Área de interferência de frequência,Zona acima da estação VOR onde o sinal é fraco ou inexistente,Área de silêncio de rádio obrigatório,Zona de sombra do radar,1,medium,"O cone de silêncio é a área diretamente acima da estação VOR onde a antena não consegue emitir sinal efetivo, causando indicações erráticas."
navegacao,"Em uma FIR (Flight Information Region), o serviço prestado é:",Controle de tráfego aéreo com separação obrigatória,Informação de voo e alerta,Controle radar obrigatório,Apenas serviço de telecomunicações,1,medium,"Na FIR, são prestados serviços de Informação de Voo (FIS) e serviço de Alerta (ALRS), mas não há controle de separação obrigatória."
navegacao,O ATIS (Automatic Terminal Information Service) fornece:,Autorização de voo IFR,"Informações meteorológicas e operacionais atualizadas do aeródromo, em difusão contínua",Controle de tráfego de pátio,Frequências de emergência,1,easy,"O ATIS difunde continuamente informações como QNH, vento, pista em uso, condições meteorológicas e NOTAMs relevantes."
navegacao,O que é um Fix de navegação?,Reparo em equipamento de bordo,Posição geográfica determinada com precisão por auxílios à navegação,Correção do altímetro,Ajuste do transponder,1,easy,"Fix é uma posição geográfica determinada por auxílios de navegação (VOR, NDB, GPS, radar), usada para atualizar a navegação por estima."
navegacao,A projeção de Mercator tem como principal limitação:,Não representa linhas de rumo constante como retas,Grande distorção de áreas nas altas latitudes,Não pode ser usada no hemisfério sul,Distorce os ângulos nas baixas latitudes,1,medium,"Na projeção de Mercator, as áreas nas altas latitudes são muito exageradas (ex: Groenlândia parece maior que a África)."
navegacao,Qual é a relação entre 1 kt e km/h?,"1 kt = 1,609 km/h","1 kt = 1,852 km/h","1 kt = 1,5 km/h","1 kt = 2,0 km/h",1,easy,"1 nó (kt) = 1 milha náutica por hora = 1,852 km/h."
navegacao,Em que situação a GS é menor que a TAS?,Quando há vento de cauda,Quando há vento de proa,Quando há vento cruzado pela esquerda,Quando a altitude é maior que 10.000 ft,1,easy,"Com vento de proa (headwind), a velocidade solo é reduzida: GS = TAS - componente de vento de proa."
