bloco_id,text,option_a,option_b,option_c,option_d,correct_answer,difficulty,explanation
conhecimentos_tecnicos,"No tubo de venturi do carburador, o que ocorre com o ar admitido?",A velocidade aumenta e a pressão aumenta,A velocidade diminui e a pressão diminui,A velocidade aumenta e a pressão diminui,A velocidade diminui e a temperatura aumenta exponencialmente,c,medium,"De acordo com o Princípio de Bernoulli, quando o ar passa pelo estreitamento (venturi) do carburador, sua velocidade aumenta e, consequentemente, sua pressão estática diminui, criando a sucção que puxa o combustível do pulverizador."
conhecimentos_tecnicos,Qual é o indício mais comum de formação de gelo no carburador em aeronaves com motor de passo fixo?,Elevação da temperatura do óleo,Uma queda progressiva e contínua das RPM do motor,Aumento súbito da pressão de admissão (MAP),Detonação severa em todos os cilindros,b,medium,"O gelo no carburador restringe o fluxo de mistura para os cilindros. Em aviões com hélice de passo fixo, o primeiro indício é uma queda gradual, lenta e inexplicável das RPM, acompanhada por funcionamento irregular do motor."
conhecimentos_tecnicos,"Ao aplicar o aquecimento do carburador (carburetor heat) na presença de gelo, o que se observa incialmente e em seguida nos instrumentos de um avião com hélice de passo fixo?",Aumento inicial de RPM e subsequente queda constante,Queda inicial de RPM (ar mais quente e menos denso entra) seguida por aumento de RPM à medida que o gelo derrete,As RPM se estabilizam imediatamente no máximo de decolagem,"Não há qualquer alteração no RPM, apenas no manômetro de óleo",b,hard,"Ao aplicar ar quente (menos denso) a mistura se enriquece, causando queda imediata da RPM. Se houver gelo, ele derreterá, abrindo o fluxo de admissão, o que causará o aumento subsequente e a estabilização do RPM."
conhecimentos_tecnicos,A formação de gelo no carburador é mais provável sob quais condições meteorológicas?,Apenas em temperaturas abaixo de zero com chuva visível,"Em temperaturas entre -5°C e +30°C, havendo alta umidade relativa do ar",Apenas em grandes altitudes onde o ar é rarefeito,"Em dias extremamente quentes e secos, sem nenhuma umidade",b,medium,O gelo no carburador pode se formar em temperaturas externas bastante confortáveis (até 30°C) devido ao brusco resfriamento no tubo de venturi (expansão de ar e evaporação de combustível). Alta umidade é o principal fator de risco.
conhecimentos_tecnicos,O uso prolongado e desnecessário do aquecimento do carburador durante o cruzeiro resultará em:,Aumento da eficiência do motor e economia de combustível,Uma mistura empobrecida e risco de apagamento,"Perda de potência contínua, pois ar quente é menos denso, e aumento de temperatura interna do motor",Limpeza automática das velas de ignição,c,medium,"O aquecimento do carburador injeta ar não-filtrado e muito quente. O ar quente, por ser menos denso, enriquece excessivamente a mistura e diminui a potência do motor. Além disso, usar perto do solo pode introduzir poeira."
conhecimentos_tecnicos,Para que serve o controle de mistura manual na cabine?,Para alterar a viscosidade do óleo,Para aquecer o combustível antes da injeção,Para ajustar a proporção da mistura ar-combustível conforme a diminuição da densidade do ar em altitude,Para adicionar água à mistura em emergências,c,easy,"À medida que a aeronave sobe, a densidade do ar diminui. Se a injeção de combustível fosse mantida constante, a mistura ficaria excessivamente rica. O controle de mistura permite empobrecer (diminuir) o fluxo de combustível para compensar o ar rarefeito."
conhecimentos_tecnicos,"O que significa voar com uma mistura ""rica""?",Que há muito ar para pouco combustível,Que a proporção combustível em relação ao ar é maior que o ideal (excesso de combustível),Que o combustível possui alto teor de octanas,Que se está utilizando o aquecimento do carburador ao máximo,b,easy,"Uma mistura ""rica"" possui excesso de combustível. É usada em marcha lenta e regimes de alta potência (decolagem e subida) para auxílio no arrefecimento."
conhecimentos_tecnicos,"Em que regime de operação do voo é estritamente necessário que a mistura esteja totalmente ""rica"" (FULL RICH)?",Durante voo de cruzeiro prolongado em alta altitude,Durante o táxi e espera prolongada no solo com motor aquecido,Durante a decolagem e subidas com alta potência,Durante descidas prolongadas para resfriamento,c,medium,"Em alta potência, os cilindros esquentam muito. A mistura totalmente rica (FULL RICH) provem combustível em excesso, cuja evaporação auxilia na refrigeração dos cilindros, prevenindo a detonação."
conhecimentos_tecnicos,O índice antidetonante (octanagem) de um combustível aeronáutico indica:,A energia calorífica que o combustível é capaz de liberar,Sua resistência à detonação (capacidade de resistir a altas pressões e temperaturas sem autoignição),Seu peso específico em comparação com a água,A sua viscosidade em baixas temperaturas,b,easy,"A octanagem representa o poder antidetonante da gasolina. Quanto maior o índice, maior a resistência do combustível à autoignição, o que permite maiores taxas de compressão sem ocorrer detonação."
conhecimentos_tecnicos,"Se o manual da aeronave estipula o uso de combustível de grau 80/87 e apenas graus superiores estiverem disponíveis (ex: 100LL), qual a atitude correta?","Não voar, sob risco de explosão do motor","Pode-se usar o combustível de grau imediatamente superior (100LL) sem maiores problemas, embora possa causar acumulo de chumbo nas velas a longo prazo",Deve-se usar combustível de carro com octanagem equivalente para não estragar o motor,Misturar o grau 100LL com água destilada,b,medium,"A regra é: sempre que a gasolina recomendada não estiver disponível, deve-se usar a de octanagem imediatamente superior. O uso de gasolina de octanagem menor pode causar detonação destrutiva."
conhecimentos_tecnicos,Qual o tipo de combustível aeronáutico (AVGAS) que possui cor azul?,AVGAS 80/87,AVGAS 100/130,AVGAS 100LL (Low Lead),Querosene de aviação (Jet-A1),c,easy,A gasolina aeronáutica (AVGAS) 100LL é tingida de azul. Já a 80/87 era vermelha e a 100/130 era verde. O JET-A1 (para turbinas) é incolor ou levemente amarelado.
conhecimentos_tecnicos,"A finalidade da bomba auxiliar (Boost Pump) elétrica de combustível, geralmente usada antes da partida e decolagens/pousos em aviões de asa baixa, é:",Gerar vácuo para os instrumentos giroscópicos,"Fornecer combustível sob pressão ao motor no caso de falha da bomba mecânica impulsionada pelo motor, e auxiliar na pressurização do sistema",Puxar ar quente para o carburador,Misturar óleo lubrificante ao combustível para motores 2 tempos,b,medium,"Em aeronaves com asa baixa (onde a gravidade não é suficiente), a bomba mecânica do motor puxa o combustível. A boost pump elétrica serve de backup e previne formação de bolhas de vapor na linha (vapor lock) em operações críticas."
conhecimentos_tecnicos,"O dreno de combustível (sump drain), localizado nos pontos mais baixos dos tanques, deve ser acionado preferencialmente antes do primeiro voo do dia para:",Aliviar a pressão acumulada no tanque,Inspecionar a cor do combustível e remover água condensada e impurezas sedimentadas,Medir a quantidade total de combustível a bordo,Lubrificar as guarnições das válvulas de combustível,b,easy,A água é mais pesada que a AVGAS e vai para o fundo do tanque (ponto mais baixo). A drenagem visual remove essa água condensada e outras impurezas.
conhecimentos_tecnicos,Os sistemas de arrefecimento da grande maioria dos motores a pistão de aviões de instrução primária (como Cessnas e Pipers) são arrefecidos a:,Água destilada misturada com aditivo,Óleo lubrificante exclusivo para arrefecimento,Ar direto incidindo sobre as aletas dos cilindros,Ar líquido refrigerado,c,easy,"A grande maioria dos aviões leves possui motores diretamente arrefecidos a ar (air-cooled), o qual flui através das aberturas da capota e passa pelas aletas de arrefecimento fundidas nos cabeçotes dos cilindros."
conhecimentos_tecnicos,Qual das alternativas abaixo é uma medida eficaz em voo para resfriar um motor a pistão arrefecido a ar que esteja operando com temperaturas de cabeça de cilindro muito elevadas?,"Reduzir a velocidade, empobrecer a mistura e puxar manche para trás",Aumentar o ângulo de subida,"Enriquecer a mistura, abrir flapes de arrefecimento (se aplicável), aumentar a velocidade e reduzir a potência",Ligar o aquecimento do carburador imediatamente,c,hard,"Para resfriar o motor a ar, deve-se fazer o ar fluir mais rápido sobre ele (baixar o nariz, aumentar a velocidade indicada), usar a refrigeração do combustível (mistura rica) e diminuir a geração de calor (reduzir potência)."
conhecimentos_tecnicos,O óleo lubrificante de um motor a pistão aeronáutico possui como funções primárias:,Apenas lubrificar as peças para reduzir atrito,"Reduzir atrito, auxiliar no arrefecimento, realizar vedação e limpar o motor internamente",Reduzir atrito e fornecer energia para a hélice de passo fixo,Queimar junto com a mistura para fornecer empuxo extra,b,easy,"O óleo lubrificante tem múltiplos papéis críticos: lubrifica (forma película entre peças móveis reduzindo atrito e desgaste), refrigera (retira calor interno), veda (ajuda anéis de pistão), amortece impacto mecânico e limpa as superfícies (dispersa detritos)."
conhecimentos_tecnicos,A viscosidade de um óleo lubrificante aeronáutico é definida como:,A sua cor ou opacidade,Sua resistência ao escoamento (fluidez),A capacidade de ser dissolvido por água,O seu ponto de fulgor,b,medium,Viscosidade é a medida da fricção interna do fluido ou sua resistência em fluir. Um óleo de alta viscosidade é espesso e lento; um de baixa viscosidade é ralo e flui rápido.
conhecimentos_tecnicos,"Ao dar partida em um motor aeronáutico a frio, o manômetro de pressão de óleo:","Deverá indicar pressão dentro do arco verde num intervalo especificado (ex: 30 segundos); caso contrário, o motor deve ser cortado",Pode permanecer no zero por até 5 minutos enquanto o óleo esquenta,Indicará apenas a quantidade de óleo remanescente,Estará desconectado até o motor atingir 1000 RPM,a,medium,"Se a pressão de óleo não subir após a partida do motor em cerca de 30 segundos (ou tempo definido pelo fabricante), o motor deve ser imediatamente cortado para evitar desgaste e danos catastróficos por falta de lubrificação."
conhecimentos_tecnicos,O sistema elétrico da aeronave é alimentado primariamente em voo normal pelo:,Magneto,Inversor estático,Alternador (ou gerador) movido pelo motor,Bateria,c,easy,"A bateria serve apenas para a partida e como fonte de emergência. Durante o funcionamento normal, é o alternador (girado pelo motor) que fornece eletricidade para os aviônicos, luzes e ainda recarrega a bateria."
conhecimentos_tecnicos,Qual o papel principal do regulador de tensão (voltage regulator) em um sistema elétrico de aeronave leve?,Manter a carga da bateria sempre negativa para dissipar surtos elétricos,"Controlar a saída do alternador/gerador, mantendo a voltagem constante no sistema independentemente da oscilação do RPM do motor",Aumentar a voltagem para as velas de ignição,Fornecer corrente alternada (AC) para os rádios VHF,b,medium,"O regulador de voltagem comanda a excitação do campo do alternador para manter a tensão constante (ex: 14V ou 28V) no barramento elétrico, protegendo equipamentos e a bateria contra sobrecarga mesmo quando o RPM varia."
conhecimentos_tecnicos,"Se o amperímetro de uma aeronave indica valor negativo constante (descarga) durante o voo, isso sinaliza que:",O alternador está carregando a bateria de forma eficiente,O consumo elétrico da aeronave está sendo suprido unicamente pela bateria e o alternador falhou,As luzes de navegação foram queimadas,O magnetos estão roubando carga do sistema principal,b,medium,"Um amperímetro indicando descarga (corrente saindo da bateria) num voo de cruzeiro significa que a carga instalada está puxando energia apenas da bateria (falha de alternador/regulador). Se não corrigido, os elétricos irão parar ao esgotamento da bateria."
conhecimentos_tecnicos,Disjuntores (Circuit Breakers) servem para:,Garantir que a energia chegue primeiro aos rádios e depois à bateria,Ligar o motor de partida,"Proteger o equipamento elétrico ou o cabeamento, abrindo o circuito caso a corrente passe do limite especificado (curto-circuito ou sobrecarga)",Diminuir a amperagem das luzes para não ofuscar na cabine,c,easy,"Eles funcionam como fusíveis reaproveitáveis. Ao detectarem excesso de corrente (que causaria superaquecimento e incêndio nos fios), eles ""desarmam"", cortando a energia do respectivo circuito."
conhecimentos_tecnicos,"Estruturas do tipo ""Semimonocoque"" na fuselagem de aeronaves metálicas se diferenciam de uma estrutura monocoque pura porque:",Possuem estrutura treliçada em tubo de aço por trás de todo o revestimento,Possuem revestimento que não suporta carga,"Possuem cavernas, longarinas e reforçadores (stringers) internos que absorvem os esforços junto com o revestimento metálico",São fabricadas exclusivamente em material composto (fibra de carbono),c,medium,"Na estrutura monocoque (como uma casca de ovo), todo o esforço fica no revestimento. Na semimonocoque, existe uma subestrutura de alumínio (cavernas, anéis e reforçadores longitudinais) que ajuda o revestimento externo a suportar as tensões, permitindo construção leve e muito forte."
conhecimentos_tecnicos,Quais os três eixos imaginários de rotação em torno do Centro de Gravidade (CG) da aeronave?,"Eixo das abscissas, eixo das ordenadas e eixo zeta","Eixo longitudinal, eixo lateral e eixo vertical","Eixo de arfagem, eixo de gravidade e eixo ailerônico","Eixo centrífugo, eixo centrípeto e eixo gravitacional",b,easy,"Os eixos são: Longitudinal (nariz à cauda - movimento de rolagem controlada por ailerons), Lateral (ponta a ponta da asa - arfagem, por profundores) e Vertical (cruza o CG verticalmente - guinada, por leme)."
conhecimentos_tecnicos,O leme de profundidade (elevador) proporciona controle da aeronave em torno de qual eixo?,"Eixo vertical, movimentando o nariz lateralmente","Eixo longitudinal, rolando a aeronave","Eixo lateral, movimentando o nariz para cima ou para baixo (arfagem ou picada)","Eixo oblíquo, causando curva derrapada",c,easy,"O elevador (profundor), localizado na cauda, controla a atitude do nariz para cima e para baixo, que é o movimento rotativo de arfagem (pitch) em torno do eixo lateral ou transversal."
conhecimentos_tecnicos,"Em uma hélice de passo fixo, ""passo"" (pitch) pode ser entendido teoricamente como:",O ângulo de ataque com que o vento bate na cauda da aeronave,A distância que a hélice avançaria para a frente numa revolução completa (360°) caso girasse num meio sólido,O comprimento medido de uma ponta à outra da pá da hélice,A folga admissível do eixo da hélice,b,medium,O passo teórico (ou geométrico) é a distância de avanço que a hélice faria num giro sem escorregamento. A hélice se move no ar semelhante a um parafuso avançando num bloco de madeira.
conhecimentos_tecnicos,"Na maioria das hélices de pás fixas aeronáuticas, qual é a geometria característica da pá?",Ela é totalmente reta do cubo à ponta,Ela possui torção: o ângulo da pá (pitch angle) diminui do cubo em direção à ponta,Ela possui torção inversa: o ângulo da pá aumenta progressivamente até a ponta,O bordo de fuga e o bordo de ataque são simétricos para gerar sustentação reversa,b,hard,"Como a ponta da hélice percorre uma circunferência maior (e, portanto, gira muito mais rápido que a raiz), o ângulo de pá é reduzido progressivamente até a ponta. A torção garante que a sustentação (tração) gerada seja uniforme ao longo de toda a extensão da pá."
conhecimentos_tecnicos,A tração efetiva produzida por uma hélice num voo (avião se movendo pelo ar) é menor que o passo geométrico porque:,O ar cede e ocorre um escorregamento da hélice,O arrasto da fuselagem é nulo em grandes altitudes,O motor produz muita força centrífuga nas pás,As pás estolam acima de 2000 RPM,a,medium,"Como o ar é fluido, a hélice ""escorrega"" enquanto morde o ar. A distância que a hélice realmente avança numa volta chama-se ""Passo Efetivo"". A diferença entre o passo Geométrico e o Efetivo é o ""Recuo"" (Slip)."
conhecimentos_tecnicos,"Um indicador de direção giroscópico (Giro Direcional) sofre pequenos erros devido ao atrito interno e rotação terrestre, esse erro progressivo é conhecido como:",Desvio (Deviation),Variação Magnética (Variation),Precessão (Precession),Inclinação giroscópica (Dip),c,medium,"O Giro Direcional não possui ímãs buscando o norte (portanto não é uma bússola magnética independente). Ele se baseia na rigidez no espaço giroscópica. Contudo, devido à rotação da terra e atrito de rolamentos, ele desloca a marcação original lentamente. Isso é precessão giroscópica, exigindo reajuste contra a bússola magnética a cada 15-20 minutos."
conhecimentos_tecnicos,"O sistema pitot-estático fornece dados de pressão essencialmente para três instrumentos de voo, que são:","Velocímetro, horizonte artificial e altímetro","Altímetro, climb (variômetro ou VSI) e velocímetro","Manômetro de pressão do motor, altímetro e bússola","Coordenador de curvas, giro direcional e VSI",b,easy,O Velocímetro usa tanto a pressão pitot (dinâmica/impacto) quanto a pressão estática. O Altímetro e o Climb (Indicador de Velocidade Vertical - VSI) usam unicamente a tomada de pressão estática.
conhecimentos_tecnicos,"Se o tubo de pitot entupir completamente em voo (incluindo o orifício de dreno), mas a tomada estática estiver desobstruída, qual instrumento apresentará leituras incorretas imediatas ou não-funcionais?",Apenas o altímetro,Apenas o climb (VSI),Apenas o velocímetro,"O velocímetro, altímetro e climb falharão juntos",c,medium,"O tubo de pitot capta unicamente a pressão de impacto do vento relativo, que é vital apenas para calcular a velocidade aerodinâmica. Logo, o altímetro e VSI funcionarão normalmente."
