bloco_id,text,option_a,option_b,option_c,option_d,correct_answer,difficulty,explanation
navegacao,"Área restrita de número 08, localizada na jurisdição do COMAR IV, será identificada por:",05 km,10 km,15 km,20 km,0,medium,PPAV - PP-01
navegacao,"O relatório final de um acidente ocorrido com aeronave civil terá, em princípio, caráter:",secreto,sigiloso,ostensivo,confidencial,0,medium,PPAV - PP-01
navegacao,"Considerando as condições operacionais ou de segurança, poderão ser utilizados por quaisquer aeronaves, sem distinção de propriedade ou nacionalidade, mediante o ônus da utilização os aeródromos:",SOCORRO,MAYDAY,PANPAN,URGÊNCIA,0,medium,PPAV - PP-01
navegacao,A aeronave é considerada da nacionalidade do estado em que foi:,projetada,construída,matriculada,homologada,0,medium,PPAV - PP-01
navegacao,"A área de aeródromo destinada ao pouso, decolagem e táxi de aeronaves, excluído-se os pátios, é a área de:",ONU,ICAO,IATA,ANAC,0,medium,PPAV - PP-01
navegacao,A circular de informação aeronáutica tem por abreviatura:,ENR,ARC,AIC,AIP,0,medium,PPAV - PP-01
navegacao,"Os vôos VFR serão efetuados em um nível apropriado à rota, de acordo com a tabela de níveis de cruzeiro, quando em relação ao solo ou água forem realizados acima de:",2000 pés,2500 pés,3000 pés,3500 pés,0,medium,PPAV - PP-01
navegacao,"As pessoas devidamente habilitadas que, exercem função a bordo de uma aeronave, são os:",aeronautas,aviadores,tripulantes,aeroviários,0,medium,PPAV - PP-01
navegacao,"A determinação a uma aeronave em vôo de pousar no aeródromo e dirigir-se ao estacionamento, pode ser dada por luz: verde contínua verde intermitente vermelha intermitente branca intermitente A abreviatura correspondente ao Serviço de Informação de Vôo em aeródromo é:",SIPAER,DECEA,COMAR,CENIPA,0,medium,PPAV - PP-01
navegacao,"No preenchimento do plano de vôo, quando a aeronave não dispuser de um código ICAO para o tipo (TYP), o piloto deverá indicar no campo correspondente:",TBN,RMK,FROM,ZZZZ,0,medium,PPAV - PP-01
comunicacoes,"Quando aplicável, o menor nível de vôo VFR que poderá ser utilizado por uma aeronave que pretenda voar em rota no rumo magnético 115 graus, é o FL:",035,045,,065,0,medium,PPAV - PP-01
comunicacoes,"O órgão regional, responsável pela proteção ao vôo no Brasil é o(a):",GER,SRPV,SEPC,COMAR,0,medium,PPAV - PP-01
comunicacoes,"A área perigosa de número 7, localizada na jurisdição do COMAR III, será identificada por:",SBR 307,SBR 703,SBD 307,SBD 703,0,medium,PPAV - PP-01
comunicacoes,"A entidade interministerial composta por representantes de vários segmentos da aviação civil e de vários ministérios, é designada por:",CIAA,DIPAA,SIPAA,CNPAA,0,medium,PPAV - PP-01
regulamentos_de_trafego_aereo,"O comandante de uma aeronave exerce a autoridade inerente a sua função, desde o(a): decolagem até o pouso partida até o corte dos motores sua apresentação até a entrega da aeronave seu embarque na aeronave até o corte dos motores Pessoa civil ou militar que concluiu um estágio de segurança de vôo ou o módulo de prevenção do curso de segurança de vôo (CSV), tem como sigla:",,,ASV,OSV a: 500 pés e 1500 metros 1000 pés e 3000 metros 1500 pés e 5000 metros as previstas na IAC e SID,0,medium,PPAV - PP-01
regulamentos_de_trafego_aereo,"Nas solicitações de ajustes de velocidade feitas pelo controlador, durante uma vetoração radar, espera-se que os pilotos mantenham a velocidade solicitada, sendo admissível uma variação de até:",05 a,10 a,15 KT,20 KT,0,medium,PPAV - PP-01
desempenho_e_planejamento,"O documento formal resultante da coleta e da análise de fatos, dados e circunstâncias relacionadas a uma ocorrência de solo, têm como abreviatura:",RICEA,RELIN,RELOS,RELIAA,0,medium,PPAV - PP-01
desempenho_e_planejamento,"Uma aeronave em aproximação para pouso em um aeródromo cuja elevação é de 2369 pés, QNH 1014.5 hPa, altitude de transição de 6000 pés e sendo 6500 pés o nível de transição, o piloto deverá ajustar o altímetro com o valor do QNH, ao passar pelo:",FL 055,FL 060,FL 065,FL 070,0,medium,PPAV - PP-01
desempenho_e_planejamento,"A coordenação, do serviço de busca e salvamento é normalmente realizada por um(a):",RCC,ROTA,CTR,TMA a menos veloz fazer curva para a esquerda a mais veloz fazer curva para a esquerda ambas alterarem seus rumos para a direita ambas alterarem seus rumos para a esquerda,0,medium,PPAV - PP-01
desempenho_e_planejamento,"Quando uma aeronave precisar de tratamento especial, devido transportar enfermo, deverá indicar no item apropriado do plano de vôo (18):",STS/,TBN/,AFIL/,TYP/,0,medium,PPAV - PP-01
regulamentos_de_trafego_aereo,"O objetivo principal das investigações de acidentes aeronáuticos é: apuração da culpa prevenção de acidentes realização de inquéritos apuração da responsabilidade O serviço de controle de aeródromo, aproximação de área é designado por: ATC AFISd) ADVS O maior nível de vôo VFR a ser utilizado por uma aeronave que pretenda voar em rota, fora de AWY e no rumo magnético 065 graus, é o FL:",135,145,165,195,0,medium,PPAV - PP-02
regulamentos_de_trafego_aereo,"O órgão regional responsável pela fiscalização do cumprimento das normas relativas à aviação civil no Brasil,",COMAR,ANAC,SRPV,GER,0,medium,PPAV - PP-02
regulamentos_de_trafego_aereo,"Em caso de interceptação de uma aeronave, salvo instruções em contrário do órgão ATS apropriado,o piloto deverá imediatamente acionar o código transponder:",7600,7700,2000,7500,0,medium,PPAV - PP-02
regulamentos_de_trafego_aereo,"No preenchimento do formulário do plano de vôo, quando no aeródromo de partida não houver o indicador de localidade (ZZZZ), no item 18, o nome do aeródromo será precedido da abreviatura:",RIF/,TYP/,RMK/,DEP/,0,medium,PPAV - PP-02
regulamentos_de_trafego_aereo,"Dentre os órgãos abaixo, o que tem competência a nível regional para autorizar e estabelecer as condições relativas ao tráfego aéreo, para vôos de lançamento de objetos, é o:",GER,ANAC,CENIPA,CINDACTA,0,medium,PPAV - PP-02
regulamentos_de_trafego_aereo,"Antes de partir para um vôo local VFR, o piloto de uma aeronave pousada em um aeródromo que possui todos os órgãos ATS/AIS deve apresentar um plano de vôo:",completo,repetitivo,simplificado,compartilhado,0,medium,PPAV - PP-02
navegacao,"Sempre que o vôo se realiza de acordo com as normas vigentes, ninguém poderá opor-se, em razão da propriedade na superfície ao(a):",pouso,arremetida,decolagem,sobrevôo,0,medium,PPAV - PP-03
navegacao,"Quando um aeródromo Brasileiro possuir uma estação de telecomunicações aeronáuticas (AFS), as duas primeiras letras do indicador de localidade serão:",SD,SW,,,0,medium,PPAV - PP-03
navegacao,"O órgão ATC, que proporciona separação entre as aeronaves em vôo VFR especial, é o(a):",EPTA,ACC,App,TWR,0,medium,PPAV - PP-03
navegacao,"Em aeródromo não controlado provido de AFIS, uma NTV deverá ser apresentada ao órgão AIS, quando o aeródromo de destino estiver distante até:",20NM,27NM,50NM,54NM,0,medium,PPAV - PP-03
navegacao,"Quando aplicável, o menor nível de vôo para a realização de um vôo VFR no rumo magnético de 2200 , é o FL:",035,045,145,195,0,medium,PPAV - PP-03
navegacao,"O documento que contém o relato de fatos perigosos ou potencialmente perigosos para a atividade aérea e que permite que à autoridade competente a adoção de medidas corretivas adequadas, é o:",RELPER,RELOS,RECIN,RELIAA,0,medium,PPAV - PP-03
navegacao,"Na eventualidade de uma aeronave que disponha de equipamento do SSR, estar sendo interceptada pela defesa aérea, o piloto deverá alocar o código:",2000,7500,7600,7700,0,medium,PPAV - PP-03
navegacao,As regras gerais devem ser cumpridas em vôo e na área de:,pouso,manobras,movimento,estacionamento,0,medium,PPAV - PP-03
navegacao,"Uma condição que envolve a segurança da aeronave ou de alguma pessoa a bordo, mas que não requer assistência imediata; é definida como a situação de:",socorro,urgência,emergência,interferência ilícita,0,medium,PPAV - PP-03
navegacao,"O grupo de pessoas, adequado às características de um acidente aeronáutico, designado para a investigação desse acidente, tem como sigla:",CIAA,CPAA REGULAMÉÑTOS%?,ASV,OSV,0,medium,PPAV - PP-03
comunicacoes,Aeródromo cujas condições de segurança determinam a suspensão das operações de pouso e decolagem é um aeródromo:,impraticável,interditado,fechado,inoperante,0,medium,PPAV - PP-03
comunicacoes,"Quando o circuito de tráfego de um aeródromo não for padrão, a circulação da área de pouso será indicada através de uma:",IAC,ADC,VAC,ADP,0,medium,PPAV - PP-03
comunicacoes,"Considerando-se o MSL, uma aeronave evoluindo em TMA classe ""C"", poderá desenvolver velocidade maior que 250 KT, quando estiver acima de:",8000 FT,10000 FT,14500 FT,19500 FT,0,medium,PPAV - PP-03
comunicacoes,"Uma cruz de cor contrastante, branca ou amarela colocada na pista de pouso, • indica:",rumo de decolagem,pista impraticável,pista interditada,pouso proibido,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Pretendendo-se realizar um vôo de operação local, cuja hora de calços fora seja 11:00Z, a respectiva NTV entregue a sala AIS terá validade até as:",10:10Z,11:30Z,11:45Z,12:OOZ,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Quando o piloto em comando de uma aeronave solicita os recursos de salvamento e de prestação de socorro para o atendimento de aeronave em emergência (trem de pouso avariado), é a condição de:",alerta amarelo,incerteza,urgência,socorro,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Voando sob VFR em espaço aéreo não controlado na altitude de 3000 FT ou quando aplicável na altura de 1000 FT AGL, o piloto de um avião poderá voar com visibilidade mínima de:",1000 m,3000 m,5000 m,8000 m,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Em um circuito de tráfego de aeródromo, a trajetória de vôo paralela à pista em uso e com sentido contrário ao do pouso, é denominada perna:",base,do vento,de través,contra o vento,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Os elementos civis com curso de segurança de vôo realizado no CENIPA, serão identificados pela sigla:",,IAC,osv,ASV,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"O menor nível de vôo, dos abaixo indicados, que pode ser selecionado para a realização de um vôo VFR em rota, no rumo magnético 060 graus, é o FL:",045,055,065,075,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Quando se receber a informação ou se deduzir que a aeronave fará um pouso forçado ou que já o tenha efetuado, a mesma se encontrará na fase de:",alerta,perigo,urgência,incerteza,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Para a realização de vôo VFR em CTR e TMA, o piloto deverá apresentar na sala AIS da localidade de partida, um(a):",NTV,PLN,RPL,RIF,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Teto é a altura compreendida entre o solo ou a água e a base da mais baixa camada de nuvens que cobre mais da metade do céu, abaixo de:",14500 FT,20000 FT,24500 FT,29000 FT e;PrOva: 08,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,A abreviatura ETA significa hora estimada de:,partida,sobrevôo,chegada,início de táxi,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Espaço aéreo controlado, situado geralmente na confluência de rotas ATS e nas imediações de um ou mais aeródromos, tem como abreviatura:",SISCEAB,SIPAA,SIPAER,CENIPA,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"O indicativo de chamada, em radiotelefonia, do órgão App é:",torre,centro,controle,tráfego,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Um vôo sob VFR em uma FIR, no rumo 045 graus magnéticos, pode ser conduzido no FL:",045,065,135,145,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,A separação vertical em rota é obtida exigindo-se que as aeronaves voem nos níveis que lhes forem destinados e ajustem seus altímetros com valores referentes ao:,QFF,QNE,QNH,QFE,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Em um vôo conduzido segundo VFR, o avião deve manter-se afastado lateralmente de nuvens ou outras formações de opacidade equivalente, no mínimo:",1000 metros,1500 metros,5000 metros,8000 metros,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"As posições em que as aeronaves, no circuito de tráfego e no solo, normalmente recebem autorizações do órgão de controle de aeródromo, por luzes ou via fonia, chama-se:",reta final,perna do vento,posições críticas,tráfego padrão,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"O relatório de investigação, resultante da coleta e da análise de fatos, dados e circunstâncias relacionadas a um acidente aeronáutico; tem como abreviatura:",RELIN,RICEA,RELIAA,REIPER,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"As mensagens inerentes ao plano de vôo, considerando-se a EOBT, serão aceita até o limite de:",60 minutos,45 minutos,35 minutos,30 minutos,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"As pistas orientadas nos rumos magnético 157 e 232 graus, respectivamente, serão identificadas como:",15 e 23,15 e 24,16 e 23,16 e 24,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,Dá-se a designação ALS a um sistema de luzes de:,aproximação,obstáculo,cabeceira,pista,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Quando se saiba ou se suspeite que uma aeronave está sendo objeto de interferência ilícita, fica caracterizada fase de:",salvamento,incerteza,perigo,alerta,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"O órgão que tem por função dar orientação normativa, supervisão técnica e formação de pessoal do SIPAER é conhecido pela sigla:",OSV,DIPAA,CIPAA,CENIPA,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Das alternativas abaixo, a mensagem de posição tem como seqüência correta:","posição, identificação, nível, hora, próxima posição e hora de sobrevôo","identificação, posição, hora, nível, próxima posição e hora de sobrevôo","nível, hora, posição, identificação, próxima posição e hora de sobrevôo","hora posição, nível, identificação, próxima posição e hora de sobrevôo",0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"O limite vertical inferior das aerovias superiores é (exclusive), o FL:",135,145,195,245,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"A publicação que contém informações aeronáuticas duradouras, indispensáveis à navegação aérea, tem como abreviatura:",AIC,AIP,AIRAC,NOTAM,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"O Centro de Coordenação de Salvamento, Servco de Informação de Vôo em aeródromo e área de Controle, respectivamente, tem as abreviaturas:","sn, FIS e CTA","RCC, FIS e UTA","RCC, AFIS e CTA","sn, AFIS e CTZ",0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Havendo durante o vôo alguma ocorrência anormal que envolva a segurança da aeronave, o piloto tem como opção o preenchimento e envio ao CENIPA de um:",RIAA,RELIN,RCSV,RELIAA,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Espaço aéreo de dimensões definidas, onde o vôo só poderá ser realizado sob condições pré-estabelecidas, definem uma área:",perigosa,restrita,proibida,sensível,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Caso uma aeronave deseje ingressar em uma área restrita, além de se ajustar às condições das restrições, deverá obter permissão através do:",GER,ANAC,SRPV,COMAR,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"O serviço prestado para notificar aos órgãos apropriados a respeito das aeronaves que necessitam ajuda de busca e salvamento, e para auxiliar tais órgãos no que for necessário, é designado 'de:",SAR,ADVS,ALRS,AFIS,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Com referência ao solo ou água, os vôos VFR em rota serão efetuados em um nível de vôo apropriados, quando realizados acima de:",abaixo da VMC,acima da IMC,sob IFR,sob VFR,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Na AIP-BRASIL a parte que contém informações sobre espaço aéreo condicionado, é a:",AD,ENR,GEN,RAC,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Exceto nas condições previstas, o vôo de aviões sobre lugares habitados e grupo de pessoas ao ar livre não se realizará abaixo da altura de:",1000 metros,600 metros,500 metros,300 metros,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Quando uma aeronave acidentada estiver sobre a pista, pode-se considerar que o aeródromo está:",fechado,interditado,indisponível,impraticável,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Se houver tráfego na reta final e apenas uma aeronave no ponto de espera, esta deverá manter-se, em relação à direção do pouso, a:",incerteza,alerta,perigo,urgência,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Uma aeronave voando visual em TMA classe C nu D, poderá desenvolver velocidade maior que 250 KT, quando estiver acima do nível de vôo:",035,145,100,150,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Um APP tem a atribuição de emitir autorizações de tráfego aéreo às aeronaves que estejam voando, ou que se proponham a voar, dentro de uma:",ATZ e CTR,AWY e CTA,TMA e/ou CTR,TMA e/ou ATZ,0,medium,PPAV - PP-03
comunicacoes,"Na AIP-Brasil, as informações sobre busca e salvamento são encontradas na parte:",AD,MAP,GEN,"ENR O circuito de tráfego padrão para aeronaves a jato é efetuado na altura de: 500 pés1000 pes 1500 pés2000 pes Um halter branco com dois traços negros, na área de sinalização, indica que as aeronaves deverão: curvar à esquerda após a decolagem taxiar somente em pistas compactadas precauções na aproximação e no pouso pouso e decolagem em pistas pavimentadas",0,medium,PPAV - PP-03
comunicacoes,"A hora limite para entrega de um plano de vôo completo de uma aeronave, cuja EOBT seja 13:20 Z, será:",12:20Z,12:35Z,13:10Z,13:15Z,0,medium,PPAV - PP-03
comunicacoes,"O tipo de manutenção que é realizada através de inspeções ou revisões periódicas, objetivando a preservação da segurança de vôo, é denominado manutenção:",corretiva,avaliativa,preventiva,qualitativa,0,medium,PPAV - PP-03
comunicacoes,"O nível de vôo mais baixo disponível para uso, acima da altitude de transição, é o nível:",45 minutos,60 minutos,35 minutos,10 minutos,0,medium,PPAV - PP-03
comunicacoes,O serviço prestado com a finalidade de proporcionar separações entre aeronaves sob responsabilidade de um órgão ATC é o de:,alerta,controle,informação,assessoramento,0,medium,PPAV - PP-03
comunicacoes,"Durante o dia, uma aeronave em vôo nas proximidades de um aeródromo e com o código SSR 7600 poderá visualizar sinais luminosos emitidos pela TWR, dentro de um raio de até:",01 km,05 km,10 km,15 km,0,medium,PPAV - PP-03
comunicacoes,"Estando sob controle de um APP, as aeronaves terão entre si uma separação vertical mínima, de:",500 FT,1000 FT,1500 FT,2000 FT,0,medium,PPAV - PP-03
comunicacoes,"Em uma mensagem de posição, transmitida por uma aeronave ao órgão ATS, após o nível de vôo ou altitude, o piloto deverá informar: autonomia e próxima posição autonomia e condições de vôo próxima posição e condições de vôo próxima posição e hora de sobrevôo Uma pista, orientada na direção magnética 003 graus, terá na sua cabeceira, a seguinte numeração: O deficiente planejamento, erro cometido pelo piloto, decorrente de inadequada preparação para o vôo ou parte dele, está dentro da área do fator:",material,humano,operacional,comportamental,0,medium,PPAV - PP-03
comunicacoes,A abreviatura ETO significa hora estimada de:,partida,chegada,sobrevôo,calços fora,0,medium,PPAV - PP-03
comunicacoes,"No plano de vôo, o valor declarado como velocidade de cruzeiro, é a:",VA,VC,,,0,medium,PPAV - PP-03
comunicacoes,"Dentre as aeronaves abaixo citadas, assinale a que tem prioridade na seqüência para decolagem: grande jato em vôo internacional turboélice militar em manobras helicóptero em missão policial de resgate helicóptero conduzindo o Presidente da República A largura máxima de uma aerovia inferior, entre dois auxílios-rádio que distam 120 NM entre si, é de:",CMV,VMC,VFR,CMVV,0,medium,PPAV - PP-03
comunicacoes,"O encerramento do plano de vôo para um aeródromo desprovido de órgão ATS ocorrerá, automaticamente, ao se completar a(o):",ETA,EET,ETO,ARR,0,medium,PPAV - PP-03
comunicacoes,"O deficiente planejamento, erro cometido pelo piloto, decorrente de inadequada preparação para o vôo ou parte dele, está dentro da área do fator:",humano,material,operacional,comportamental,0,medium,PPAV - PP-03
comunicacoes,"Considere EOBT 09:30Z, se houver necessidade de enviar uma mensagem DLA, a hora limite será:",09:45Z,09:55Z,10:05Z,10:15Z,0,medium,PPAV - PP-03
comunicacoes,"O vôo VFR de aviões sobre descampados, exceto em operações de pouso e decolagem, deverá ser realizado a uma altura mínima de:",200 pés,300 pés,500 pés,1000 pés,0,medium,PPAV - PP-03
comunicacoes,"O espaço aéreo de dimensões definidas, dentro do qual existem riscos potenciais ou atuais para a navegação aérea, é uma área:",proibida,restrita,de risco,perigosa,0,medium,PPAV - PP-03
comunicacoes,"A altitude oficial de um aeródromo será indicada pelo altímetro de bordo, de uma aeronave, quando esta estiver pousada, com o altímetro ajustado em:",altura,altitude,nível de vôo,nível de transição,0,medium,PPAV - PP-03
comunicacoes,"Os órgãos de controle de tráfego aéreo, ACC, APP e TWR controlam respectivamente os seguintes espaços aéreos:","AWY, ATZ E CTZ","ATZ, AWY E CTR","CTR, ATZ E AWY","CTA, TMA E ATZ",0,medium,PPAV - PP-03
comunicacoes,"Sobre um auxílio-rádio, uma aerovia inferior tem a largura de:",04 NM,08 NM,11 NM,16 NM,0,medium,PPAV - PP-03
comunicacoes,O limite vertical superior de uma região de informação de vôo é o:,GND,UNL,FL 145 inclusive,FL 245 exclusive,0,medium,PPAV - PP-03
comunicacoes,"Espaço aéreo classe G, onde será proporcionado o ALRS a todas as aeronaves e, o FIS para as que disponham de equipamento rádio em operação, tem como abreviatura:",AWY,UTA,,ADR,0,medium,PPAV - PP-03
comunicacoes,"O AFIS será proporcionado a todo o tráfego na área de movimento e a todas as aeronaves em vôo no espaço aéreo inferior, num raio de:",11 NM,16 NM,27 NM,50,0,medium,PPAV - PP-03
comunicacoes,"No rumo 145 graus magnéticos, o vôo VFR em rota na FIR, poderá ser conduzido no FL:",155,145,110,095,0,medium,PPAV - PP-03
comunicacoes,"A distância vertical de um nível, um ponto ou objeto considerado como ponto, medido a partir do MSL, chama-se:",altura,altitude,nível de vôo,ajuste do altímetro,0,medium,PPAV - PP-03
comunicacoes,"No circuito de tráfego, o segmento perpendicular à pista em uso, mais próximo à cabeceira oposta a do pouso, é denominado perna:",base,de través,do vento,contra o vento,0,medium,PPAV - PP-03
comunicacoes,"Caso não existam marcas de ponto de espera no táxi, as aeronaves deverão manter posição junto à pista em uso. Sendo esta de 890 m de comprimento, a uma distância não inferior a:",50 metros,40 metros,30 metros,20 metros,0,medium,PPAV - PP-03
comunicacoes,"Na operação de táxi, durante uma ultrapassagem previamente autorizada pela torre, a aeronave colide com outra. O responsável pelo acidente será o:",controle de solo,piloto em comando,operador da torre,administrador do AD,0,medium,PPAV - PP-03
comunicacoes,"Um aeródromo estará em condições de operação VFR para aviões, desde que os valores de teto e visibilidade, respectivamente, sejam no mínimo:",600 FT / 1500 m,1000 FT / 3000 m,1500 FT / 3000 m,1500 FT / 5000 m,0,medium,PPAV - PP-03
comunicacoes,"A situação na qual existe dúvida quanto à segurança de uma aeronave e a de seus ocupantes, caracteriza a fase de:",alerta,perigo,incerteza,apreensão,0,medium,PPAV - PP-03
comunicacoes,As informações sobre aeródromos e ou helipontos da AIP-BRASIL estão contidas na parte:,AD,ENR,GEN) AGA,,0,medium,PPAV - PP-03
comunicacoes,"O limite vertical superior para a realização de um vôo VFR, é o nível de vôo:",100 exclusive,145 inclusive,195 exclusive,245 inclusive,0,medium,PPAV - PP-03
comunicacoes,"RBHA 91, a autonomia mínima exigida para um avião realizar vôo VFR, deverá ser suficiente para chegar ao destino e voar mais.'",15 min,30 min,45 min,60 min,0,medium,PPAV - PP-03
comunicacoes,"A área do aeródromo destinada ao pouso, decolagem e táxi de aeronaves, incluindo os pátios, chama-se área de:",táxi e pouso,manobras,movimento,pouso e decolagem,0,medium,PPAV - PP-03
comunicacoes,O limite vertical inferior das regiões de informação de vôo é o:,"FL 245, inclusive","FL 245, exclusive",solo ou água,ilimitado,0,medium,PPAV - PP-03
comunicacoes,"A aeronave que tiver recebido autorização de pouso e deixar de fazê-lo, passados 5 minutos sem que se tenha conseguido manter contato, será considerada em emergência na fase de:",alerta,perigo,incerteza,apreensão,0,medium,PPAV - PP-03
comunicacoes,"O sinal de luz vermelha intermitente, emitido por uma TWR a uma aeronave em vôo, significa: aeródromo interditado aeródromo impraticável regresse e pouse neste aeródromo permaneça no circuito de tráfego O relatório de investigação, baseado nos dados do RELIAA, destinado a divulgar a conclusão oficial da Aeronáutica com relação à ocorrência de um acidente aeronáutico, é o:",02:15 h,03:59 h,04:05 h,04:29 h,0,medium,PPAV - PP-03
comunicacoes,"Dentre as abaixo, a maior velocidade permitida no FL 045, quando em vôo VFR dentro de espaço aéreo de classe B, é de:",170 a,250 KT,280 KT,370 KT,0,medium,PPAV - PP-03
comunicacoes,"Entrando em uma TMA com plano de vôo VFR e não conseguindo contato rádio com o APP e outras TWR, a aeronave deverá chamar, como última opção o(a): defesa aérea TWR do AD principal ACC com sede na TMA TWR do espaço adjacente Caberá ao piloto em comando de uma aeronave em vôo VFR providenciar sua própria separação em relação a obstáculos e demais aeronaves por meio do uso da visão, exceto no espaço aéreo classe: Quando as condições de tráfego o permitirem os vôos VFR especial poderão ser autorizados pelo(a):",ACC,App,TWR,AFIS,0,medium,PPAV - PP-03
comunicacoes,"Não será compulsória a apresentação do plano de vôo: antes de ser realizado vôo IFR antes da partida de AD provido de órgão ATS sempre que voar através de fronteiras internacionais sem equipamento rádio dentro de fronteiras nacionais 19- Em um aeródromo, cuja elevação seja de 1700 FT, uma aeronave turboélice deverá efetuar o circuito de tráfego padrão a uma altura de:",1000 FT,1500 FT,2700 FT,3200 FT,0,medium,PPAV - PP-03
comunicacoes,"Em caso de óbito de pessoa a bordo, o comandante deve providenciar, na próxima escala, a presença de autoridade:",policial,médica,sanitária,aeronáutica,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"Uma aerovia inferior entre dois auxílios rádios, distantes entre si 44NM, terá uma largura máxima de:",04 NM,08 NM,11 NM,21 NM,0,medium,PPAV - PP-03
regulamentos_de_trafego_aereo,"O serviço de controle de área, é normalmente prestado por um(a):",ANAC,SRPV,DECEA,CINDACTA,0,medium,PPAV - PP-03
