bloco_id,text,option_a,option_b,option_c,option_d,correct_answer,difficulty,explanation
teoria_de_voo,Vy é definida como:,A velocidade de melhor ângulo de subida,A velocidade de maior razão de subida (maior altitude por unidade de tempo),A velocidade de cruzeiro normal,A velocidade máxima com flapes estendidos,1,medium,"Vy é a velocidade de melhor razão de subida, que maximiza o ganho de altitude por unidade de tempo (pés/min ou m/min). É usada para atingir a altitude de cruzeiro mais rapidamente."
teoria_de_voo,Vne é:,A velocidade de nevoa (operação em IMC),A velocidade nunca a exceder (Never Exceed Speed),A velocidade normal de cruzeiro,A velocidade de estol normal,1,easy,Vne (Never Exceed Speed) é a velocidade máxima absoluta da aeronave. Excedê-la pode causar danos estruturais ou perda de controle. É indicada no velocímetro pela linha vermelha.
teoria_de_voo,Vno é:,A velocidade máxima de operação normal (arco verde do velocímetro),A velocidade de pouso normal,A velocidade mínima de controle,A velocidade nunca a exceder,0,easy,"Vno é a velocidade máxima de operação estrutural, o limite superior do arco verde do velocímetro. Acima dela, só se pode voar em condições de ar calmo."
teoria_de_voo,Va é a velocidade de manobra. Voar abaixo de Va garante que:,A aeronave não pode estolar,A aeronave estolará antes de sofrer dano estrutural com deflexão total dos controles,A aeronave pode suportar qualquer turbulência sem danos,Os flapes podem ser estendidos com segurança,1,medium,"Va é a velocidade de manobra: abaixo dela, com deflexão total dos controles, a aeronave entrará em estol antes de sofrer danos estruturais, protegendo a estrutura."
teoria_de_voo,Vs0 é:,A velocidade de estol em configuração limpa (flapes recolhidos),A velocidade de estol em configuração de pouso (flapes estendidos),A velocidade zero de sustentação,A velocidade de subida máxima,1,easy,"Vs0 é a velocidade de estol em configuração de pouso, com flapes totalmente estendidos e trem de pouso abaixado. É o limite inferior do arco branco do velocímetro."
teoria_de_voo,Vfe é:,A velocidade de voo em formação,A velocidade máxima com os flapes estendidos,A velocidade final de aproximação,A velocidade mínima de cruzeiro econômico,1,easy,Vfe (Flap Extended Speed) é a velocidade máxima com que os flapes podem ser estendidos sem causar danos estruturais. É o limite superior do arco branco do velocímetro.
teoria_de_voo,Qual é o efeito principal da extensão dos flapes na sustentação e no arrasto?,Aumenta a sustentação e diminui o arrasto,Aumenta a sustentação e aumenta o arrasto,Diminui a sustentação e aumenta o arrasto,"Não altera a sustentação, apenas aumenta o arrasto",1,easy,"Os flapes aumentam a curvatura do perfil, elevando a sustentação a baixas velocidades, mas também aumentam significativamente o arrasto."
teoria_de_voo,Os slats são dispositivos de hipersustentação instalados:,"No bordo de fuga da asa, atrás dos ailerons",No bordo de ataque da asa,Na parte superior da fuselagem,Na cauda da aeronave,1,easy,"Os slats são superfícies móveis instaladas no bordo de ataque da asa. Quando estendidos, aumentam a curvatura e permitem maiores ângulos de ataque sem estol, aumentando a sustentação a baixas velocidades."
teoria_de_voo,Os spoilers têm como função principal:,Aumentar a sustentação durante a decolagem,Reduzir a sustentação e aumentar o arrasto para desacelerar ou desfazer sustentação,Melhorar a estabilidade longitudinal,Substituir os ailerons em baixas velocidades,1,easy,"Os spoilers (destruidores de sustentação) são painéis que se elevam da superfície da asa para interromper o fluxo laminar, reduzindo a sustentação e aumentando o arrasto. São usados no pouso e para controle de rolagem em algumas aeronaves."
teoria_de_voo,O efeito solo ocorre quando a aeronave está voando próxima ao solo. Qual é seu principal efeito aerodinâmico?,Aumento do arrasto induzido e redução da sustentação,Redução do arrasto induzido e aumento da eficiência aerodinâmica,Aumento da velocidade de estol da aeronave,Redução da potência efetiva do motor,1,medium,"O efeito solo reduz o arrasto induzido ao restringir os vórtices de ponta de asa, aumentando a eficiência aerodinâmica. A aeronave ""flutua"" mais facilmente próxima ao solo."
teoria_de_voo,O torque de reação do motor em aeronaves com hélice sentido horário (visto de atrás) tende a:,Rolar a aeronave para a direita,Rolar a aeronave para a esquerda,Cabrar a aeronave,Guinhar a aeronave para a direita,1,medium,"Pela 3ª Lei de Newton, se a hélice gira no sentido horário (visto de trás), a reação tende a rolar a aeronave no sentido anti-horário, ou seja, para a esquerda."
teoria_de_voo,O P-factor (fator assimétrico de tração) é mais pronunciado quando:,A aeronave voa em velocidade de cruzeiro em voo nivelado,A aeronave está em alto ângulo de ataque (subida íngreme ou baixa velocidade),O motor opera em baixa potência na descida,A aeronave voa em condições de zero ângulo de ataque,1,medium,"O P-factor ocorre quando a aeronave está em alto ângulo de ataque. Nessa situação, a pá descendente da hélice tem ângulo de ataque maior que a pá ascendente, gerando mais tração do lado direito e guinhando a aeronave para a esquerda (hélice horária)."
teoria_de_voo,O efeito giroscópico da hélice em rotação afeta a aeronave quando:,Há variação de potência do motor,Há mudança de atitude da aeronave (precessão giroscópica),A aeronave excede a velocidade Vne,Os flapes são estendidos,1,medium,"A hélice em rotação age como um giroscópio. Quando a aeronave muda de atitude (ex: levantamento do nariz no decolar), ocorre precessão giroscópica que gera forças em eixos perpendiculares ao movimento aplicado."
teoria_de_voo,A corredeira (slipstream) do motor a hélice afeta principalmente:,A temperatura do motor durante o voo,"O leme de direção e a cauda, causando tendência de guinada",A eficiência dos flapes em baixas velocidades,A estabilidade longitudinal da aeronave em cruzeiro,1,medium,"A corredeira (fluxo helicoidal do ar acelerado pela hélice) impacta a deriva vertical e a cauda com uma força lateral, causando tendência de guinada, geralmente para a esquerda em aeronaves com hélice horária."
teoria_de_voo,O que é a espiral descendente (graveyard spiral)?,Um tipo de estol em curva acentuada,Uma descida em espiral com inclinação crescente onde a aeronave ganha velocidade e altitude é rapidamente perdida,Um procedimento de aproximação por instrumentos,Uma manobra acrobática controlada,1,medium,"A espiral descendente (graveyard spiral) é uma situação perigosa em IMC: a aeronave entra em curva, o piloto sem referências externas puxa o manche (aumentando fator de carga), aumenta a velocidade e a taxa de descida, podendo levar à desintegração estrutural."
teoria_de_voo,O flutter aerodinâmico é:,Uma oscilação controlada usada para testar a estrutura da asa,Uma oscilação aeroelástica instável que pode levar à falha estrutural se não corrigida,O batimento normal dos ailerons em turbulência leve,A vibração natural do motor em baixa rotação,1,hard,Flutter é uma oscilação aeroelástica acoplada (vibração estrutural + forças aerodinâmicas) que pode tornar-se divergente e causar falha catastrófica da estrutura. É por isso que existe a limitação de Vne.
teoria_de_voo,Divergência aerodinâmica em uma asa ocorre quando:,A asa torce sob carga aerodinâmica de forma que as forças aerodinâmicas aumentam ainda mais a torção,O fluxo de ar se separa prematuramente do bordo de ataque,Os dois lados da asa geram sustentações diferentes,A asa vibra com frequência crescente até o estol,0,hard,"Divergência é uma instabilidade aeroelástica estática: a carga aerodinâmica torce a asa, aumentando o ângulo de ataque, o que aumenta a sustentação e a torção ainda mais, num ciclo que pode levar à falha estrutural."
teoria_de_voo,O reverso de comando (control reversal) em ailerons ocorre quando:,O piloto aplica aileron errado durante a recuperação do estol,A velocidade é tão alta que a deflexão do aileron torce a asa e produz rolamento oposto ao desejado,Os ailerons estão invertidos por erro de manutenção,O fluxo de ar se inverte ao redor do perfil alar,1,hard,O reverso de comando ocorre em velocidades muito elevadas: a força aerodinâmica sobre o aileron defletido torce a asa de modo que o efeito de rolamento é oposto ao comandado pelo piloto.
teoria_de_voo,"Em uma curva coordenada, o slip indicator (bola) deve estar:",Deslocada para o lado externo da curva,Deslocada para o lado interno da curva,Centralizada,Na posição depende da velocidade da curva,2,easy,"Em curva coordenada, as forças laterais são equilibradas e o slip indicator (bola) permanece centralizado. Bola deslocada indica curva descoordinada (derrapagem ou deslizamento)."
teoria_de_voo,"Se a bola do slip indicator está deslocada para a esquerda durante uma curva à esquerda, a aeronave está em:",Curva coordenada,Derrapagem (skid) — excesso de pedal interno,Deslizamento (slip) — falta de pedal interno ou excesso de inclinação,Estol em curva,1,medium,Bola deslocada para o lado interno da curva (esquerda numa curva à esquerda) indica derrapagem (skid): a cauda está deslizando para fora por excesso de pedal ou insuficiente inclinação.
teoria_de_voo,O efeito adverso do aileron refere-se a:,A tendência de o aileron travar em deflexões máximas,A guinada momentânea na direção oposta à rolagem iniciada,A perda de eficiência dos ailerons em alta velocidade,O aumento excessivo de sustentação com aileron baixado,1,medium,"O efeito adverso do aileron ocorre porque o aileron abaixado gera mais arrasto induzido do que o levantado, causando uma guinada momentânea para o lado do aileron abaixado (oposto à rolagem desejada)."
teoria_de_voo,A estabilidade longitudinal de uma aeronave é controlada principalmente por:,Os ailerons e o diedro da asa,O leme de direção e a deriva vertical,O estabilizador horizontal e o leme de profundidade,Os flapes e slats,2,easy,"A estabilidade longitudinal (em torno do eixo lateral, movimento de cabrar/picar) é controlada pelo estabilizador horizontal (plano fixo) e o leme de profundidade (superfície móvel)."
teoria_de_voo,A estabilidade direcional de uma aeronave é proporcionada principalmente por:,O estabilizador horizontal,A deriva vertical (estabilizador vertical) e o leme de direção,O diedro das asas,Os ailerons diferenciados,1,easy,"A estabilidade direcional (em torno do eixo vertical, movimento de guinada) é proporcionada pela deriva vertical. O leme de direção controla o movimento de guinada."
teoria_de_voo,A estabilidade lateral de uma aeronave é favorecida por:,A cauda em T e o alto centro de gravidade,O diedro positivo das asas (ângulo ascendente das pontas),A posição avançada do centro de gravidade,A elevada razão de aspecto da asa,1,medium,"O diedro positivo contribui para a estabilidade lateral: quando a aeronave rola, a asa baixa fica com ângulo de ataque maior, gerando mais sustentação e tendendo a restaurar o voo nivelado."
teoria_de_voo,O centro de pressão (CP) em um perfil alar é:,O ponto onde todo o peso da aeronave é concentrado,O ponto de aplicação resultante das forças de pressão aerodinâmica,O ponto de máxima curvatura do perfil,O centro geométrico da asa,1,medium,O centro de pressão é o ponto onde a resultante das forças de pressão aerodinâmica sobre o perfil pode ser considerada como atuando. Ele se move com a variação do ângulo de ataque.
teoria_de_voo,"Para que uma aeronave seja estaticamente estável longitudinalmente, o centro de gravidade deve estar:",Atrás do centro de pressão,À frente do ponto neutro (centro aerodinâmico),Coincidindo com o centro de pressão,À frente do bordo de ataque,1,hard,"Para estabilidade longitudinal, o CG deve estar à frente do ponto neutro (centro aerodinâmico da aeronave completa). Se o CG estiver atrás, a aeronave será instável longitudinalmente."
teoria_de_voo,O que é o trim de profundidade?,Um dispositivo que ajusta a potência do motor automaticamente,Uma superfície ajustável que alivia a pressão sobre os controles para manter a atitude desejada,Um sistema que bloqueia o leme de profundidade na posição neutra,Um dispositivo que aumenta a área do estabilizador horizontal,1,easy,O trim (compensador) de profundidade é uma pequena superfície ajustável no leme de profundidade que permite ao piloto eliminar a pressão necessária sobre o manche para manter a atitude desejada.
teoria_de_voo,O estol em curva (turn stall) é mais perigoso que o estol reto porque:,A velocidade de estol é menor do que em voo nivelado,A velocidade de estol é maior por causa do fator de carga aumentado e a asa interna pode estolar primeiro,Os ailerons perdem eficiência antes de os profundores,O motor pode parar durante a curva,1,medium,"Em curva, o fator de carga aumenta a velocidade de estol. Adicionalmente, a asa interna (que se move mais lentamente) pode estolar primeiro, causando uma rolagem incontrolável — muito perigoso em baixa altitude."
teoria_de_voo,Qual é o efeito do leme de direção na rolagem?,O leme de direção não influencia a rolagem,"O leme de direção aplicado gera guinada que, por efeito da rolagem adversa, produz também rolagem",O leme de direção produz rolagem oposta sempre que aplicado,O leme de direção bloqueia os ailerons durante a guinada,1,medium,"A aplicação do leme de direção causa guinada, o que gera uma diferença de velocidade entre as asas. Isso produz rolagem na mesma direção da guinada, pois a asa externa se move mais rápido e gera mais sustentação."
teoria_de_voo,"Segundo a regulamentação brasileira, o voo acrobático é permitido para pilotos privados sem habilitação específica?","Sim, desde que a aeronave seja certificada para acrobacia","Sim, em áreas desabitadas e acima de 1.000 pés","Não, é necessária habilitação específica em acrobacia aérea","Sim, com instrutor a bordo em qualquer situação",2,easy,"Conforme o RBAC 61, a realização de voo acrobático requer habilitação específica em acrobacia aérea, além de aeronave certificada para esse fim. Piloto privado sem essa habilitação não pode realizar voos acrobáticos."
teoria_de_voo,A razão de subida de uma aeronave aumenta quando:,O peso aumenta e a altitude diminui,O excesso de potência (tração - arrasto) aumenta e o peso diminui,O arrasto aumenta junto com a potência,A velocidade supera a Vne,1,medium,A razão de subida é determinada pelo excesso de potência disponível sobre a necessária para manutenção do voo nivelado. Mais excesso de potência e menos peso resultam em maior razão de subida.
teoria_de_voo,A curvatura (camber) de um perfil alar refere-se a:,A espessura máxima do perfil em relação à corda,A curvatura da linha média do perfil em relação à linha de corda,O ângulo de incidência da asa em relação à fuselagem,O comprimento total do bordo de ataque ao de fuga,1,medium,A curvatura (camber) é a distância máxima entre a linha média do perfil e a linha de corda. Maior curvatura geralmente significa maior coeficiente de sustentação máxima.
teoria_de_voo,"Em voo de descida com potência reduzida e velocidade constante, qual é a relação entre as forças?",Sustentação = Peso; Tração = Arrasto,Sustentação + Tração = Peso; Arrasto equilibrado por componente do peso,Sustentação < Peso; componente do peso ao longo da trajetória equilibra o arrasto menos a tração,Peso = Arrasto; Sustentação = Tração,2,hard,"Em descida estabilizada, a sustentação é menor que o peso (apenas equilibra a componente perpendicular à trajetória). A componente do peso ao longo da trajetória de descida compensa o arrasto, permitindo menor tração que em voo nivelado."
teoria_de_voo,O arrasto induzido é gerado principalmente por:,A rugosidade superficial da aeronave,Os vórtices nas pontas de asa resultantes da geração de sustentação,A interferência entre a asa e a fuselagem,O calor gerado pelo atrito do ar com a superfície,1,medium,O arrasto induzido é um subproduto da geração de sustentação. Os vórtices formados nas pontas de asa (onde o ar de alta pressão da intradorso escapa para a extradorso) criam energia perdida que se manifesta como arrasto.
teoria_de_voo,O arrasto induzido varia com a velocidade da seguinte forma:,Aumenta com o quadrado da velocidade,É constante independentemente da velocidade,Diminui com o quadrado da velocidade (inversamente proporcional a V²),Aumenta linearmente com a velocidade,2,hard,"O arrasto induzido é inversamente proporcional ao quadrado da velocidade (Di ∝ 1/V²). Em velocidades baixas é alto; em velocidades altas, é baixo. Já o arrasto parasita se comporta de forma oposta (Dp ∝ V²)."
teoria_de_voo,A velocidade de mínimo arrasto total (drag) corresponde à velocidade onde:,O arrasto induzido é nulo,O arrasto parasita é igual ao arrasto induzido,O arrasto parasita é o dobro do arrasto induzido,O arrasto total é igual ao peso da aeronave,1,hard,O arrasto total mínimo ocorre quando o arrasto parasita iguala o arrasto induzido. Essa velocidade corresponde também à melhor relação L/D e à velocidade de melhor razão de planeio.
teoria_de_voo,Qual é o efeito de aumentar o peso da aeronave na velocidade de estol?,Não altera a velocidade de estol,Reduz a velocidade de estol,Aumenta a velocidade de estol,Aumenta a velocidade de estol apenas em configuração limpa,2,medium,"Com maior peso, é necessária mais sustentação para manter o voo, o que requer maior velocidade para que o coeficiente de sustentação máximo gere sustentação suficiente. Portanto, a velocidade de estol aumenta com o peso."
teoria_de_voo,O efeito do vento de cauda na performance de decolagem é:,"Melhora a performance, reduzindo a distância de decolagem",Não tem efeito significativo na distância de decolagem,"Prejudica a performance, aumentando a distância de decolagem",Aumenta a razão de subida após a decolagem,2,easy,"Vento de cauda reduz a velocidade do ar sobre as asas para uma dada velocidade solo, exigindo maior velocidade solo para atingir a velocidade de decolagem. Isso aumenta a distância de decolagem."
teoria_de_voo,A razão de aspecto (aspect ratio) de uma asa é:,A relação entre a espessura e a corda do perfil,A relação entre a envergadura e a corda média (b/c),O ângulo de curvatura da asa em relação ao horizonte,A proporção entre a área superior e inferior do perfil,1,medium,"A razão de aspecto é AR = b²/S (ou b/c para corda constante), onde b é a envergadura e S é a área alar. Razão de aspecto alta (asa longa e estreita) resulta em menor arrasto induzido."
teoria_de_voo,Em qual situação o efeito P-factor é mais acentuado?,Durante o voo de cruzeiro em altitude de serviço,Durante a decolagem com potência máxima e alto ângulo de ataque,Durante a aproximação final com potência reduzida,Com vento de proa forte,1,medium,O P-factor é máximo quando combinados: alto ângulo de ataque (pá descendente incide com maior ângulo) e potência máxima. A decolagem reúne ambas as condições.
teoria_de_voo,O que é a velocidade Vg?,A velocidade de glide (planeio) com melhor razão de planeio,A velocidade de referência de pouso,A velocidade máxima de guinada,A velocidade de cruzeiro com motor em repouso,0,medium,"Vg (Best Glide Speed) é a velocidade que proporciona a melhor razão de planeio, ou seja, a maior distância horizontal para cada unidade de altitude perdida. Usada em emergência com motor parado."
teoria_de_voo,"Durante uma subida, o equilíbrio de forças na aeronave é tal que:",Tração = Arrasto; Sustentação = Peso,Tração > Arrasto + componente do peso na trajetória; Sustentação = componente do peso perpendicular à trajetória,Sustentação > Peso; Tração = Arrasto,Peso = Tração; Sustentação = Arrasto,1,hard,"Em subida estabilizada, a tração deve superar o arrasto mais a componente do peso na direção oposta à trajetória. A sustentação só equilibra a componente do peso perpendicular à trajetória (que é menor que o peso total)."
teoria_de_voo,A extradorso de um perfil alar refere-se a:,A superfície inferior (intrados) da asa,A superfície superior da asa (região de baixa pressão),A região entre o bordo de ataque e o ponto de máxima espessura,O bordo de fuga da asa,1,easy,A extradorso é a superfície superior do perfil alar. É nela que ocorre a aceleração do ar e a redução de pressão responsável pela maior parte da sustentação gerada.
teoria_de_voo,O que ocorre com a velocidade de estol quando os flapes são estendidos?,A velocidade de estol aumenta significativamente,A velocidade de estol não se altera,A velocidade de estol diminui pois o CL máximo aumenta,"A velocidade de estol depende apenas do peso, não dos flapes",2,medium,"Os flapes aumentam o coeficiente de sustentação máximo (CL máx), permitindo que a aeronave sustente-se a velocidades menores. Assim, a velocidade de estol com flapes (Vs0) é menor que sem flapes (Vs1)."
teoria_de_voo,O que acontece ao puxar abruptamente o manche para cima a alta velocidade em relação ao fator de carga?,O fator de carga diminui pois a sustentação diminui momentaneamente,O fator de carga aumenta abruptamente podendo exceder os limites estruturais,O fator de carga permanece em 1 até ocorrer o estol,O fator de carga aumenta gradualmente de forma segura,1,medium,"Puxar o manche abruptamente a alta velocidade gera aumento súbito de ângulo de ataque e sustentação, resultando em alto fator de carga instantâneo que pode exceder os limites estruturais da aeronave."
teoria_de_voo,Em qual das condições a seguir o arrasto parasita é maior?,Voo lento com alta sustentação,Voo rápido em cruzeiro de alta velocidade,Planeio com hélice parada,Decolagem com flapes parcialmente estendidos,1,medium,"O arrasto parasita (perfil, interferência, forma) é proporcional ao quadrado da velocidade (Dp ∝ V²). Portanto, é máximo em velocidades altas de cruzeiro."
teoria_de_voo,O que é o ângulo de incidência da asa?,O ângulo de ataque em condições de cruzeiro,O ângulo fixo entre a linha de corda da asa e o eixo longitudinal da fuselagem,O ângulo entre a asa e o horizonte durante o voo,O ângulo do diedro entre as duas asas,1,medium,"O ângulo de incidência é o ângulo fixo, definido em projeto, entre a linha de corda da asa e o eixo longitudinal da fuselagem. Diferente do ângulo de ataque, que varia com a atitude."
teoria_de_voo,O fator de carga limite positivo para uma aeronave da categoria normal (RBAC 23) é:,"2,5 g","3,8 g","4,4 g","6,0 g",1,medium,"Para aeronaves da categoria normal conforme RBAC 23, o fator de carga limite positivo mínimo é de 3,8 g. Para categoria utilitária é 4,4 g e acrobática é 6,0 g."
teoria_de_voo,O que é o ponto neutro de uma aeronave?,O ponto onde a sustentação é zero,O centro aerodinâmico da aeronave completa — ponto em torno do qual o momento de arfagem não varia com o ângulo de ataque,O ponto de equilíbrio de peso em voo nivelado,O centro geométrico da fuselagem,1,hard,"O ponto neutro é o centro aerodinâmico de toda a aeronave. Para estabilidade longitudinal, o CG deve estar à frente do ponto neutro. A margem estática é a distância entre o CG e o ponto neutro."
teoria_de_voo,O que caracteriza uma aeronave estaticamente instável longitudinalmente?,"Após um distúrbio, a aeronave retorna espontaneamente à atitude original",A aeronave requer ajuste constante de trim para manter atitude,"Após um distúrbio, a aeronave tende a se afastar ainda mais da atitude original",A aeronave mantém a nova atitude após o distúrbio sem tendência de retorno ou afastamento,2,hard,"Uma aeronave estaticamente instável, após sofrer um distúrbio, tende a se afastar progressivamente da atitude de equilíbrio, exigindo intervenção constante do piloto."
teoria_de_voo,Qual é o efeito da altitude elevada na performance da aeronave com motor atmosférico?,A performance melhora com menor densidade do ar,A performance piora: menor densidade reduz potência do motor e aumenta a velocidade indicada de estol,Não há efeito da altitude na performance de voo,O motor produz mais potência em altitude por menor resistência do ar,1,medium,"Em altitude elevada, a menor densidade do ar reduz a potência de motores atmosféricos e aumenta a velocidade real de estol (embora o velocímetro, que mede pressão dinâmica, ainda indique a mesma velocidade indicada de estol)."
teoria_de_voo,O que é o arrasto de interferência?,O arrasto causado pelo ruído eletromagnético na instrumentação,"O arrasto adicional criado pela junção de componentes da aeronave (asa-fuselagem, struts, etc.)",O arrasto que interfere na trajetória de cruzeiro,O arrasto gerado pela antena de rádio,1,medium,"O arrasto de interferência resulta da perturbação dos campos de fluxo onde componentes da aeronave se encontram, como a junção asa-fuselagem. É parte do arrasto parasita total."
teoria_de_voo,O que ocorre com a velocidade de estol se a aeronave voa em uma curva com inclinação de 45°?,A velocidade de estol é igual à de voo nivelado,"A velocidade de estol é aproximadamente 19% maior (fator de carga = 1/cos45° ≈ 1,41)",A velocidade de estol é 45% maior,A velocidade de estol dobra,1,medium,"Para 45° de inclinação: n = 1/cos(45°) = 1/0,707 ≈ 1,41. Vs_n = Vs × √1,41 ≈ Vs × 1,19. Portanto, a velocidade de estol aumenta cerca de 19%."
